"ENTITY","PATHWAY"
"MGI:102470","TRNA-CHARGING-PWY"
"MGI:102473","TRNA-CHARGING-PWY"
"MGI:102474","TRNA-CHARGING-PWY"
"MGI:102475","TRNA-CHARGING-PWY"
"MGI:98833","TRNA-CHARGING-PWY"
"MGI:102478","TRNA-CHARGING-PWY"
"MGI:1890640","TRNA-CHARGING-PWY"
"MGI:102480","TRNA-CHARGING-PWY"
"MGI:102483","TRNA-CHARGING-PWY"
"MGI:102485","TRNA-CHARGING-PWY"
"MGI:102486","TRNA-CHARGING-PWY"
"MGI:95421","PWY-1801"
"MGI:87929","PWY-1801"
"MGI:96163","PWY-5874"
"MGI:109373","PWY-5874"
"MGI:88170","PWY-5874"
"MGI:2385271","PWY-5874"
"MGI:1913704","PYRNUCYC-PWY"
"MGI:2444155","PYRNUCYC-PWY"
"MGI:1926164","PYRNUCYC-PWY"
"MGI:1915243","PYRNUCYC-PWY"
"MGI:2442664","PYRNUCYC-PWY"
"MGI:107474","PYRNUCYC-PWY"
"MGI:105370","PYRNUCYC-PWY"
"MGI:1918586","RIBOKIN-PWY"
"MGI:1913697","PWY-4061"
"MGI:95856","PWY-4061"
"MGI:1915562","PWY-4061"
"MGI:1309467","PWY-4061"
"MGI:1309466","PWY-4061"
"MGI:95862","PWY-4061"
"MGI:106026","PWY-4061"
"MGI:95861","PWY-4061"
"MGI:95860","PWY-4061"
"MGI:1913850","PWY-4061"
"MGI:1923513","PWY-4061"
"MGI:1309515","PWY-4061"
"MGI:95863","PWY-4061"
"MGI:1095417","PWY-4061"
"MGI:95857","PWY-4061"
"MGI:106188","PWY-4061"
"MGI:107379","PWY-4061"
"MGI:1341859","PWY-4061"
"MGI:95865","PWY-4061"
"MGI:1915464","PWY-4061"
"MGI:1342273","PWY-4061"
"MGI:2143526","PWY-4061"
"MGI:95864","PWY-4061"
"MGI:1923136","PWY-4061"
"MGI:3704339","PWY-4061"
"MGI:96749","PWY-4061"
"MGI:1329035","PWY-4061"
"MGI:1858193","PWY-4061"
"MGI:94896","PWY-6260"
"MGI:1338833","PWY-6260"
"MGI:1306782","PWY-6260"
"MGI:1329033","GLYSYN-ALA-PWY"
"MGI:2146052","GLYSYN-ALA-PWY"
"MGI:1913836","PWY-5668"
"MGI:1921701","PWY-5668"
"MGI:109235","PWY-6364"
"MGI:1333822","PWY-6364"
"MGI:2442554","PWY-6364"
"MGI:2158663","PWY-6364"
"MGI:1336159","PWY-6364"
"MGI:2183149","NADPHOS-DEPHOS-PWY"
"MGI:87882","NADPHOS-DEPHOS-PWY"
"MGI:1931010","NADPHOS-DEPHOS-PWY"
"MGI:1928480","NADPHOS-DEPHOS-PWY"
"MGI:87883","NADPHOS-DEPHOS-PWY"
"MGI:87881","NADPHOS-DEPHOS-PWY"
"MGI:2442444","NADPHOS-DEPHOS-PWY"
"MGI:2142121","NADPHOS-DEPHOS-PWY"
"MGI:1346064","PWY-5138"
"MGI:94871","PWY-5138"
"MGI:2135593","PWY-5138"
"MGI:2136381","PWY-5138"
"MGI:1914710","PWY-5138"
"MGI:1347059","PWY-5138"
"MGI:2136460","PWY-5138"
"MGI:1277964","PWY-5138"
"MGI:1334433","PWY3DJ-219"
"MGI:1914323","PWY3DJ-219"
"MGI:1934031","PWY3DJ-219"
"MGI:2448506","PWY3DJ-219"
"MGI:109277","PWY3DJ-219"
"MGI:1098772","PWY3DJ-219"
"MGI:2443588","PWY3DJ-219"
"MGI:2144613","PWY3DJ-219"
"MGI:1917016","PWY3DJ-219"
"MGI:1931123","PWY3DJ-219"
"MGI:2158925","PWY3DJ-219"
"MGI:1922919","PWY3DJ-219"
"MGI:2445019","PWY3DJ-219"
"MGI:1933169","PWY3DJ-219"
"MGI:107929","PWY3DJ-219"
"MGI:1298224","PWY3DJ-219"
"MGI:107930","PWY3DJ-219"
"MGI:1354961","PWY3DJ-219"
"MGI:109589","PWY3DJ-219"
"MGI:1201671","PWY3DJ-219"
"MGI:103257","PWY3DJ-219"
"MGI:1298206","PWY3DJ-219"
"MGI:2152214","PWY3DJ-219"
"MGI:1934234","PWY3DJ-219"
"MGI:1919769","PWY3DJ-219"
"MGI:2448501","PWY3DJ-219"
"MGI:1335106","PWY3DJ-219"
"MGI:1921552","PWY3DJ-219"
"MGI:1916075","PWY3DJ-219"
"MGI:1098211","PWY3DJ-219"
"MGI:1922019","PWY3DJ-219"
"MGI:1353576","PWY3DJ-219"
"MGI:97583","PWY3DJ-219"
"MGI:1206581","PWY3DJ-219"
"MGI:109583","PWY3DJ-219"
"MGI:2446460","PWY3DJ-219"
"MGI:105491","PWY3DJ-219"
"MGI:97615","PWY3DJ-219"
"MGI:107465","PWY3DJ-219"
"MGI:97613","PWY3DJ-219"
"MGI:97614","PWY3DJ-219"
"MGI:1921305","PWY3DJ-219"
"MGI:104778","PWY3DJ-219"
"MGI:107469","PWY3DJ-219"
"MGI:2443078","PWY3DJ-219"
"MGI:2683547","PWY3DJ-219"
"MGI:107451","PWY3DJ-219"
"MGI:97616","PWY3DJ-219"
"MGI:2150308","PWY3DJ-219"
"MGI:2143585","PWY3DJ-219"
"MGI:1927753","PWY3DJ-219"
"MGI:104888","PWY-5123"
"MGI:1341724","PWY-5123"
"MGI:2442264","PWY-5123"
"MGI:2444315","PWY-5123"
"MGI:1915243","PWY-5123"
"MGI:96567","PWY-5695"
"MGI:109367","PWY-5695"
"MGI:1915356","PWY-5695"
"MGI:3513266","PWY-5695"
"MGI:2442446","PWY-5695"
"MGI:2155700","PWY-5695"
"MGI:1917127","PWY-5695"
"MGI:1354954","PWY-5695"
"MGI:1321386","PWY-5695"
"MGI:2178563","PWY-5695"
"MGI:1917271","PWY-5695"
"MGI:1918131","PWY-5695"
"MGI:99782","PWY-5695"
"MGI:1927186","PWY-5695"
"MGI:97365","PWY-5695"
"MGI:3712328","PWY-5695"
"MGI:98973","PWY-5695"
"MGI:2384567","PWY-5994"
"MGI:95485","PWY-5994"
"MGI:1354951","PWY-6138"
"MGI:1098267","PWY-5084"
"MGI:2445096","PWY-5084"
"MGI:1926170","PWY-5084"
"MGI:107450","PWY-5084"
"MGI:95797","GLUCONEO-PWY"
"MGI:95491","GLUCONEO-PWY"
"MGI:95492","GLUCONEO-PWY"
"MGI:1330236","GLUCONEO-PWY"
"MGI:87995","GLUCONEO-PWY"
"MGI:87994","GLUCONEO-PWY"
"MGI:101863","GLUCONEO-PWY"
"MGI:1931052","GLUCONEO-PWY"
"MGI:2447811","GLUCONEO-PWY"
"MGI:95640","GLUCONEO-PWY"
"MGI:95653","GLUCONEO-PWY"
"MGI:3647773","GLUCONEO-PWY"
"MGI:97563","GLUCONEO-PWY"
"MGI:97555","GLUCONEO-PWY"
"MGI:1933118","GLUCONEO-PWY"
"MGI:97552","GLUCONEO-PWY"
"MGI:97050","GLUCONEO-PWY"
"MGI:2147351","GLUCONEO-PWY"
"MGI:97045","GLUCONEO-PWY"
"MGI:1916679","GLUCONEO-PWY"
"MGI:97043","GLUCONEO-PWY"
"MGI:103295","PWY-5489"
"MGI:87870","ACETOACETATE-DEG-PWY"
"MGI:87871","ACETOACETATE-DEG-PWY"
"MGI:1914291","ACETOACETATE-DEG-PWY"
"MGI:1329035","PWY-2161B"
"MGI:1858193","PWY-2161B"
"MGI:97473","TYRSYN2"
"MGI:94873","TYRSYN2"
"MGI:1914304","TYRSYN2"
"MGI:1332236","PWY4FS-7"
"MGI:1921846","PWY4FS-7"
"MGI:2138993","PWY4FS-7"
"MGI:1914762","PWY4FS-7"
"MGI:2142716","PWY4FS-7"
"MGI:1196345","PWY4FS-7"
"MGI:1336186","PWY4FS-7"
"MGI:1915512","PWY4FS-7"
"MGI:1932075","PWY4FS-7"
"MGI:3603816","PWY4FS-7"
"MGI:2684962","PWY4FS-7"
"MGI:109162","PWY4FS-7"
"MGI:1921701","PWY4FS-7"
"MGI:2148199","PWY-5080"
"MGI:1349441","PWY-5080"
"MGI:1277964","PWY-5080"
"MGI:2136460","PWY-5080"
"MGI:95485","PWY-5965"
"MGI:1918397","PWY-5965"
"MGI:1350929","ASPARAGINE-BIOSYNTHESIS"
"MGI:1917646","ASPARAGINE-BIOSYNTHESIS"
"MGI:104990","PWY-4041"
"MGI:104995","PWY-4041"
"MGI:95852","PWY-4041"
"MGI:96749","PWY-4041"
"MGI:1913385","PWY-4041"
"MGI:1346063","PWY-4041"
"MGI:95706","PWY-4041"
"MGI:1351863","PWY-4041"
"MGI:1918772","PWY-4041"
"MGI:1922725","PWY-4041"
"MGI:95700","PWY-4041"
"MGI:109609","PWY6666-1"
"MGI:2443731","SAM-PWY"
"MGI:88017","SAM-PWY"
"MGI:1913667","SAM-PWY"
"MGI:97604","GLYCOLYSIS"
"MGI:97591","GLYCOLYSIS"
"MGI:1933118","GLYCOLYSIS"
"MGI:97552","GLYCOLYSIS"
"MGI:97563","GLYCOLYSIS"
"MGI:97555","GLYCOLYSIS"
"MGI:95640","GLYCOLYSIS"
"MGI:95653","GLYCOLYSIS"
"MGI:3647773","GLYCOLYSIS"
"MGI:98797","GLYCOLYSIS"
"MGI:87995","GLYCOLYSIS"
"MGI:87994","GLYCOLYSIS"
"MGI:101863","GLYCOLYSIS"
"MGI:1931052","GLYCOLYSIS"
"MGI:2447811","GLYCOLYSIS"
"MGI:95797","GLYCOLYSIS"
"MGI:95491","GLYCOLYSIS"
"MGI:95492","GLYCOLYSIS"
"MGI:1330236","GLYCOLYSIS"
"MGI:2443731","PWY-5041"
"MGI:88017","PWY-5041"
"MGI:1913667","PWY-5041"
"MGI:87968","PWY-5041"
"MGI:2385184","PWY-5041"
"MGI:1921590","PWY-5041"
"MGI:97473","PHENYLALANINE-DEG1-PWY"
"MGI:1914304","PHENYLALANINE-DEG1-PWY"
"MGI:94873","PHENYLALANINE-DEG1-PWY"
"MGI:1919812","PHENYLALANINE-DEG1-PWY"
"MGI:1921701","PWY-5269"
"MGI:97615","PWY-6367"
"MGI:107465","PWY-6367"
"MGI:97613","PWY-6367"
"MGI:97614","PWY-6367"
"MGI:1921305","PWY-6367"
"MGI:104778","PWY-6367"
"MGI:107469","PWY-6367"
"MGI:2443078","PWY-6367"
"MGI:2683547","PWY-6367"
"MGI:107451","PWY-6367"
"MGI:97616","PWY-6367"
"MGI:2150308","PWY-6367"
"MGI:1298206","PWY-6367"
"MGI:2152214","PWY-6367"
"MGI:1934234","PWY-6367"
"MGI:1921552","PWY-6367"
"MGI:1916075","PWY-6367"
"MGI:1919769","PWY-6367"
"MGI:2448501","PWY-6367"
"MGI:2443582","PWY-6535"
"MGI:2441982","PWY-6535"
"MGI:1277956","ARG-PRO-PWY"
"MGI:2384795","ARG-PRO-PWY"
"MGI:1913444","ARG-PRO-PWY"
"MGI:97394","ARG-PRO-PWY"
"MGI:88070","ARG-PRO-PWY"
"MGI:1330806","ARG-PRO-PWY"
"MGI:97371","PWY3DJ-7"
"MGI:1860604","PWY3DJ-7"
"MGI:1926562","PWY3DJ-7"
"MGI:97372","PWY3DJ-7"
"MGI:105123","PWY3DJ-7"
"MGI:2660873","PWY3DJ-7"
"MGI:106025","PWY3DJ-7"
"MGI:106903","PWY3DJ-7"
"MGI:106030","PWY3DJ-7"
"MGI:105119","PWY3DJ-7"
"MGI:2660877","PWY3DJ-7"
"MGI:2651499","PWY3DJ-7"
"MGI:97525","PWY3DJ-7"
