"KEGG","OTHERID"
"mmu:100499529","100499529"
"mmu:100499530","100499530"
"mmu:100502590","100502590"
"mmu:100502592","100502592"
"mmu:100502698","100502698"
"mmu:100502723","100502723"
"mmu:100502736","100502736"
"mmu:100502766","100502766"
"mmu:100502803","100502803"
"mmu:100502825","100502825"
"mmu:100502831","100502831"
"mmu:100502841","100502841"
"mmu:100502846","100502846"
"mmu:100502861","100502861"
"mmu:100502865","100502865"
"mmu:100502876","100502876"
"mmu:100502880","100502880"
"mmu:100502887","100502887"
"mmu:100502896","100502896"
"mmu:100502921","100502921"
"mmu:100502924","100502924"
"mmu:100502936","100502936"
"mmu:100502940","100502940"
"mmu:100502941","100502941"
"mmu:100502950","100502950"
"mmu:100502953","100502953"
"mmu:100502955","100502955"
"mmu:100502967","100502967"
"mmu:100503000","100503000"
"mmu:100503036","100503036"
"mmu:100503041","100503041"
"mmu:100503043","100503043"
"mmu:100503047","100503047"
"mmu:100503085","100503085"
"mmu:100503185","100503185"
"mmu:100503240","100503240"
"mmu:100503242","100503242"
"mmu:100503280","100503280"
"mmu:100503311","100503311"
"mmu:100503353","100503353"
"mmu:100503355","100503355"
"mmu:100503361","100503361"
"mmu:100503368","100503368"
"mmu:100503386","100503386"
"mmu:100503388","100503388"
"mmu:100503481","100503481"
"mmu:100503486","100503486"
"mmu:100503545","100503545"
"mmu:100503549","100503549"
"mmu:100503572","100503572"
"mmu:100503583","100503583"
"mmu:100503584","100503584"
"mmu:100503605","100503605"
"mmu:100503609","100503609"
"mmu:100503659","100503659"
"mmu:100503670","100503670"
"mmu:100503710","100503710"
"mmu:100503733","100503733"
"mmu:100503879","100503879"
"mmu:100503884","100503884"
"mmu:100503890","100503890"
"mmu:100503895","100503895"
"mmu:100503915","100503915"
"mmu:100503923","100503923"
"mmu:100503924","100503924"
"mmu:100503949","100503949"
"mmu:100503964","100503964"
"mmu:100503970","100503970"
"mmu:100503991","100503991"
"mmu:100503992","100503992"
"mmu:100504014","100504014"
"mmu:100504112","100504112"
"mmu:100504116","100504116"
"mmu:100504156","100504156"
"mmu:100504162","100504162"
"mmu:100504164","100504164"
"mmu:100504180","100504180"
"mmu:100504183","100504183"
"mmu:100504195","100504195"
"mmu:100504200","100504200"
"mmu:100504221","100504221"
"mmu:100504232","100504232"
"mmu:100504234","100504234"
"mmu:100504239","100504239"
"mmu:100504263","100504263"
"mmu:100504285","100504285"
"mmu:100504292","100504292"
"mmu:100504309","100504309"
"mmu:100504323","100504323"
"mmu:100504346","100504346"
"mmu:100504362","100504362"
"mmu:100504400","100504400"
"mmu:100504404","100504404"
"mmu:100504429","100504429"
"mmu:100504444","100504444"
"mmu:100504446","100504446"
"mmu:100504474","100504474"
"mmu:100504491","100504491"
"mmu:100504518","100504518"
"mmu:100504608","100504608"
"mmu:100504642","100504642"
"mmu:100504652","100504652"
"mmu:100504663","100504663"
"mmu:100504689","100504689"
"mmu:100504710","100504710"
"mmu:100504715","100504715"
"mmu:100505096","100505096"
"mmu:100505386","100505386"
"mmu:100505397","100505397"
"mmu:100515","100515"
"mmu:100526460","100526460"
"mmu:100526461","100526461"
"mmu:100526462","100526462"
"mmu:100526463","100526463"
"mmu:100526464","100526464"
"mmu:100526465","100526465"
"mmu:100526466","100526466"
"mmu:100526467","100526467"
"mmu:100526468","100526468"
"mmu:100526469","100526469"
"mmu:100526470","100526470"
"mmu:100526471","100526471"
"mmu:100526472","100526472"
"mmu:100526473","100526473"
"mmu:100526474","100526474"
"mmu:100526475","100526475"
"mmu:100526476","100526476"
"mmu:100526477","100526477"
"mmu:100526478","100526478"
"mmu:100526479","100526479"
"mmu:100526480","100526480"
"mmu:100526481","100526481"
"mmu:100526482","100526482"
"mmu:100526483","100526483"
"mmu:100526485","100526485"
"mmu:100526486","100526486"
"mmu:100526488","100526488"
