KEGG	OTHERID	OTHERTYPE
C01816	629-78-7	CAS
C01817	462-10-2	CAS
C01818	14448-38-5	CAS
C01819	56480-48-9	CAS
C01821	4261-42-1	CAS
C01822	59-01-8	CAS
C01823	2280-32-2	CAS
C01825	15572-79-9	CAS
C01826	6600-40-4	CAS
C01829	51-48-9	CAS
C01832	6244-92-4	CAS
C01835	1109-28-0	CAS
C01837	79-24-3	CAS
C01838	638-66-4	CAS
C01839	480-64-8	CAS
C01841	73306-73-7	CAS
C01842	626-97-1	CAS
C01844	81093-37-0	CAS
C01845	67-63-0	CAS
C01848	13929-35-6	CAS
C01849	14487-05-9	CAS
C01850	20283-92-5	CAS
C01850	537-15-5	CAS
C01851	51-34-3	CAS
C01852	19351-63-4	CAS
C01853	4440-39-5	CAS
C01854	488-52-8	CAS
C01855	21401-21-8	CAS
C01857	507-09-5	CAS
C01860	28624-60-4	CAS
C01863	1674-44-8	CAS
C01864	298-81-7	CAS
C01865	110703-94-1	CAS
C01869	614-35-7	CAS
C01870	155-57-7	CAS
C01871	505-29-3	CAS
C01874	533-58-4	CAS
C01875	112-12-9	CAS
C01879	98-79-3	CAS
C01880	502-44-3	CAS
C01888	298-08-8	CAS
C01889	9040-27-1	CAS
C01892	2224-02-4	CAS
C01893	6929-42-6	CAS
C01895	9060-10-0	CAS
C01897	7689-03-4	CAS
C01902	469-38-5	CAS
C01904	488-82-4	CAS
C01905	2058-58-4	CAS
C01906	4573-78-8	CAS
C01907	20830-81-3	CAS
C01909	533-48-2	CAS
C01912	114-07-8	CAS
C01913	13408-63-4	CAS
C01917	13291-74-2	CAS
C01918	11097-82-8	CAS
C01921	475-31-0	CAS
C01924	156-86-5	CAS
C01925	31282-04-9	CAS
C01926	53-86-1	CAS
C01933	327-57-1	CAS
C01934	6422-34-0	CAS
C01935	9050-36-6	CAS
C01936	34620-77-4	CAS
C01937	59-05-2	CAS
C01938	475-38-7	CAS
C01941	39391-39-4	CAS
C01943	16910-32-0	CAS
C01944	1264-52-4	CAS
C01945	78111-17-8	CAS
C01946	3922-90-5	CAS
C01948	2765-11-9	CAS
C01949	107-87-9	CAS
C01950	1452-77-3	CAS
C01951	491-09-8	CAS
C01953	145-13-1	CAS
C01956	98-96-4	CAS
C01959	543-18-0	CAS
C01961	40524-74-1	CAS
C01962	5652-32-4	CAS
C01963	140-39-6	CAS
C01965	738-70-5	CAS
C01967	303-97-9	CAS
C01968	15575-14-1	CAS
C01969	521-58-4	CAS
C01970	5965-66-2	CAS
C01971	133-99-3	CAS
C01984	17199-29-0	CAS
C01987	95-55-6	CAS
C01988	88-75-5	CAS
C01990	89304-26-7	CAS
C01995	127-06-0	CAS
C01996	51-84-3	CAS
C01998	107-13-1	CAS
C02001	107-18-6	CAS
C02004	123408-96-8	CAS
C02006	49637-60-7	CAS
C02007	55215-40-2	CAS
C02008	57744-69-1	CAS
C02009	51-17-2	CAS
C02010	2079-00-7	CAS
C02013	38819-01-1	CAS
C02017	9002-60-2	CAS
C02018	19847-12-2	CAS
C02020	96-41-3	CAS
C02021	9035-42-1	CAS
C02022	496-55-9	CAS
C02024	6906-37-2	CAS
C02026	19408-86-7	CAS
C02029	23599-75-9	CAS
C02033	25876-11-3	CAS
C02034	6980-44-5	CAS
C02035	19143-87-4	CAS
C02037	556-50-3	CAS
C02040	2380-94-1	CAS
C02043	1821-52-9	CAS
C02045	533-50-6	CAS
C02046	101-31-5	CAS
C02048	34980-39-7	CAS
C02052	34612-38-9	CAS
C02059	84-80-0	CAS
C02061	112055-76-2	CAS
C02066	135-97-7	CAS
C02067	1445-07-4	CAS
C02074	31282-07-2	CAS
C02076	3019-74-7	CAS
C02077	57-56-7	CAS
C02078	1695-77-8	CAS
C02079	62996-74-1	CAS
C02080	606-39-3	CAS
C02081	3930-19-6	CAS
C02083	96-09-3	CAS
C02086	68-11-1	CAS
C02088	402-71-1	CAS
C02094	7235-40-7	CAS
C02104	32451-23-3	CAS
C02105	485-19-8	CAS
C02106	6451-73-6	CAS
C02107	147-71-7	CAS
C02115	5424-29-3	CAS
C02116	79-46-9	CAS
C02124	106-48-9	CAS
C02126	100-01-6	CAS
C02129	3128-06-1	CAS
C02134	24240-04-8	CAS
C02134	485-91-6	CAS
C02135	11128-99-7	CAS
C02135	1407-47-2	CAS
C02137	611-73-4	CAS
C02139	14897-06-4	CAS
C02140	50-22-6	CAS
C02141	469-39-6	CAS
C02147	462-20-4	CAS
C02151	439-66-7	CAS
C02153	499-26-3	CAS
C02154	367-47-5	CAS
C02155	869-19-2	CAS
C02160	3371-50-4	CAS
C02162	482-27-9	CAS
C02165	71160-24-2	CAS
C02166	72025-60-6	CAS
C02168	61-68-7	CAS
C02170	516-05-2	CAS
C02180	937-34-8	CAS
C02181	122-59-8	CAS
C02183	108-73-6	CAS
C02191	553-12-8	CAS
C02197	968-93-4	CAS
C02198	57576-52-0	CAS
C02201	120-14-9	CAS
C02205	6763-34-4	CAS
C02206	481-06-1	CAS
C02213	471-16-9	CAS
C02214	628-48-8	CAS
C02216	5142-22-3	CAS
C02221	100-70-9	CAS
C02222	24740-88-3	CAS
C02223	96-17-3	CAS
C02226	498-23-7	CAS
C02227	91-59-8	CAS
C02230	2958-98-7	CAS
C02234	100-48-1	CAS
C02235	3316-09-4	CAS
C02236	636-78-2	CAS
C02237	4042-36-8	CAS
C02240	542-28-9	CAS
C02242	578-76-7	CAS
C02249	17046-56-9	CAS
C02256	79831-76-8	CAS
C02261	2623-91-8	CAS
C02262	7535-00-4	CAS
C02265	673-06-3	CAS
C02267	53910-25-1	CAS
C02271	75-09-2	CAS
C02272	352-93-2	CAS
C02273	5894-59-7	CAS
C02274	119-84-6	CAS
C02277	112-53-8	CAS
C02278	112-54-9	CAS
C02283	1449-05-4	CAS
C02283	471-53-4	CAS
C02284	103000-77-7	CAS
C02284	1405-86-3	CAS
C02287	80-69-3	CAS
C02289	529-01-1	CAS
C02291	56-88-2	CAS
C02293	21730-91-6	CAS
C02294	471-29-4	CAS
C02299	100-61-8	CAS
C02304	100-63-0	CAS
C02305	67-07-2	CAS
C02307	9032-10-4	CAS
C02308	9012-69-5	CAS
C02314	4510-16-1	CAS
C02323	90-01-7	CAS
C02325	537-33-7	CAS
C02333	14331-49-8	CAS
C02334	88937-61-5	CAS
C02336	53188-23-1	CAS
C02341	4023-65-8	CAS
C02343	37577-28-9	CAS
C02344	1632-73-1	CAS
C02351	583-63-1	CAS
C02352	9014-63-5	CAS
C02357	118-91-2	CAS
C02359	445-29-4	CAS
C02363	621-51-2	CAS
C02364	455-38-9	CAS
C02366	1504-06-9	CAS
C02370	74-11-3	CAS
C02371	456-22-4	CAS
C02372	123-30-8	CAS
C02373	1119-16-0	CAS
C02375	2138-22-9	CAS
C02376	554-01-8	CAS
C02378	60-32-2	CAS
C02380	50-44-2	CAS
C02381	13410-15-6	CAS
C02390	590-96-5	CAS
C02394	104-54-1	CAS
C02395	930-68-7	CAS
C02404	36204-23-6	CAS
C02420	78-82-0	CAS
C02426	497-09-6	CAS
C02427	1190-49-4	CAS
C02441	128-53-0	CAS
C02442	370-98-9	CAS
C02452	18457-55-1	CAS
C02454	108-45-2	CAS
C02454	25265-76-3	CAS
C02455	618-36-0	CAS
C02455	98-84-0	CAS
C02457	504-63-2	CAS
C02462	15537-55-0	CAS
C02463	82542-92-5	CAS
C02465	6893-02-3	CAS
C02469	18273-06-8	CAS
C02470	59-00-7	CAS
C02477	59-02-9	CAS
C02479	5328-37-0	CAS
C02480	505-70-4	CAS
C02483	54-28-4	CAS
C02485	80995-97-7	CAS
C02494	15763-06-1	CAS
C02496	51-28-5	CAS
C02497	110-65-6	CAS
C02498	104-76-7	CAS
C02499	90-43-7	CAS
C02502	142-08-5	CAS
C02505	103-81-1	CAS
C02512	6232-19-5	CAS
C02513	39750-00-0	CAS
C02515	70-78-0	CAS
C02518	65-49-6	CAS
C02519	100-09-4	CAS
C02522	7658-08-4	CAS
C02526	1133-63-7	CAS
C02528	474-25-9	CAS
C02533	15764-81-5	CAS
C02535	593-79-3	CAS
C02537	57-91-0	CAS
C02548	496-42-4	CAS
C02549	62682-11-5	CAS
C02557	1264-45-5	CAS
C02560	2466-76-4	CAS
C02567	25593-72-0	CAS
C02569	16751-02-3	CAS
C02575	87-86-5	CAS
C02576	2111-75-3	CAS
C02588	79-81-2	CAS
C02592	516-90-5	CAS
C02595	1918-77-0	CAS
C02596	22364-68-7	CAS
C02601	9001-59-6	CAS
C02607	11114-20-8	CAS
C02614	6236-09-5	CAS
C02617	130-15-4	CAS
C02621	15358-48-2	CAS
C02625	120-83-2	CAS
C02627	2037-48-1	CAS
C02630	2889-31-8	CAS
C02632	79-31-2	CAS
C02633	5289-74-7	CAS
C02636	10457-99-5	CAS
C02640	107-85-7	CAS
C02642	462-88-4	CAS
C02646	3690-05-9	CAS
C02656	111-16-0	CAS
C02657	567-61-3	CAS
C02659	75-86-5	CAS
C02660	3012-37-1	CAS
C02661	74-97-5	CAS
C02666	458-36-6	CAS
C02669	15892-28-1	CAS
C02670	32449-92-6	CAS
C02675	83920-62-1	CAS
C02677	593-80-6	CAS
C02678	693-23-2	CAS
C02679	143-07-7	CAS
C02693	879-37-8	CAS
C02700	1022-31-7	CAS
C02704	75-93-4	CAS
C02709	71825-04-2	CAS
C02710	1188-21-2	CAS
C02712	65-82-7	CAS
C02713	61633-75-8	CAS
C02714	18233-70-0	CAS
C02717	66648-43-9	CAS
C02718	2140-03-6	CAS
C02720	100-65-2	CAS
C02721	3913-67-5	CAS
C02727	692-04-6	CAS
C02734	701-64-4	CAS
C02735	7568-93-6	CAS
C02740	2591-17-5	CAS
C02752	675-10-5	CAS
C02753	15384-37-9	CAS
C02756	9002-17-9	CAS
C02758	581-05-5	CAS
C02759	72936-74-4	CAS
C02765	90-82-4	CAS
C02766	103192-53-6	CAS
C02774	1679-53-4	CAS
C02777	106-57-0	CAS
C02778	53-96-3	CAS
C02780	2595-33-7	CAS
C02781	1949-89-9	CAS
C02787	78-81-9	CAS
C02791	95-76-1	CAS
C02794	2147-61-7	CAS
C02796	1861-29-6	CAS
C02803	100-19-6	CAS
C02807	82-86-0	CAS
C02814	533-73-3	CAS
C02821	50-03-3	CAS
C02822	1253-43-6	CAS
C02823	68-19-9	CAS
C02824	100-88-9	CAS
C02825	7273-34-9	CAS
C02835	645-65-8	CAS
C02845	78-93-3	CAS
C02846	121-69-7	CAS
C02880	20369-67-9	CAS
C02886	24425-56-7	CAS
C02890	10097-84-4	CAS
C02904	91739-72-9	CAS
C02906	27200-12-0	CAS
C02909	1592-38-7	CAS
C02912	4254-14-2	CAS
C02920	1890-99-9	CAS
C02923	488-17-5	CAS
C02924	59-52-9	CAS
C02932	10182-48-6	CAS
C02933	13673-92-2	CAS
C02937	2776-06-9	CAS
C02938	771-51-7	CAS
C02948	4984-85-4	CAS
C02954	551-16-6	CAS
C02961	147-94-4	CAS
C02975	3249-68-1	CAS
C02980	129-43-1	CAS
C02983	526-31-8	CAS
C02989	3226-65-1	CAS
C02990	2364-67-2	CAS
C02993	70904-56-2	CAS
C02996	6385-02-0	CAS
C02997	2497-02-1	CAS
C03002	29554-26-5	CAS
C03005	119-68-6	CAS
C03007	4122-52-5	CAS
C03012	574-00-5	CAS
C03015	2105-23-9	CAS
C03027	1045-69-8	CAS
C03028	15666-52-1	CAS
C03028	3475-65-8	CAS
C03030	23945-44-0	CAS
C03032	18172-33-3	CAS
C03036	59092-96-5	CAS
C03040	59187-35-8	CAS
C03042	629-22-1	CAS
C03044	24347-58-8	CAS
C03046	19132-06-0	CAS
C03056	626-06-2	CAS
C03057	119-67-5	CAS
C03067	100-83-4	CAS
C03076	1878-68-8	CAS
C03077	1878-66-6	CAS
C03081	90-33-5	CAS
C03088	4433-40-3	CAS
C03091	601-53-6	CAS
C03093	486-35-1	CAS
C03098	622-78-6	CAS
C03104	85-94-9	CAS
C03107	1198-69-2	CAS
C03112	1476-46-6	CAS
C03114	582-60-5	CAS
C03134	68-12-2	CAS
C03137	2280-01-5	CAS
C03139	6133-30-8	CAS
C03141	579-93-1	CAS
C03145	4289-98-9	CAS
C03150	1341-23-7	CAS
C03170	96304-42-6	CAS
C03173	2444-37-3	CAS
C03183	2646-61-9	CAS
C03184	15442-64-5	CAS
C03189	57-03-4	CAS
C03194	2799-16-8	CAS
C03195	638-26-6	CAS
C03196	13095-48-2	CAS
C03203	86-48-6	CAS
C03205	64-85-7	CAS
C03207	1096-38-4	CAS
C03209	4225-26-7	CAS
C03212	487-21-8	CAS
C03218	13364-95-9	CAS
C03219	151-00-8	CAS
C03220	3790-71-4	CAS
C03223	82784-82-5	CAS
C03224	300-38-9	CAS
C03225	17360-11-1	CAS
C03227	606-14-4	CAS
C03233	63958-66-7	CAS
C03238	566-88-1	CAS
C03242	1783-84-2	CAS
C03243	84-11-7	CAS
C03248	142-45-0	CAS
C03263	2624-63-7	CAS
C03264	20312-37-2	CAS
C03272	11034-93-8	CAS
C03281	17029-36-6	CAS
C03283	1758-80-1	CAS
C03290	6254-48-4	CAS
C03298	24886-03-1	CAS
C03309	85925-13-9	CAS
C03313	572-96-3	CAS
C03323	9005-80-5	CAS
C03329	5096-57-1	CAS
C03349	3687-18-1	CAS
C03351	620-24-6	CAS
C03352	6971-51-3	CAS
C03359	1570-64-5	CAS
C03360	330-13-2	CAS
C03365	523-92-2	CAS
C03373	25635-88-5	CAS
C03374	27071-67-6	CAS
C03375	56-18-8	CAS
C03383	2782-07-2	CAS
C03384	2255-14-3	CAS
C03401	4033-39-0	CAS
C03404	1080-06-4	CAS
C03406	2387-71-5	CAS
C03416	2620-62-4	CAS
C03425	112-62-9	CAS
C03434	87-87-6	CAS
C03440	2584-71-6	CAS
C03444	59-85-8	CAS
C03461	502-67-0	CAS
C03465	1460-34-0	CAS
C03470	20824-29-7	CAS
C03474	56-57-5	CAS
C03479	58-05-9	CAS
C03493	22818-40-2	CAS
C03500	141-97-9	CAS
C03510	15985-39-4	CAS
C03514	1180-71-8	CAS
C03519	2018-61-3	CAS
C03546	46495-39-0	CAS
C03557	2041-14-7	CAS
C03570	14307-02-9	CAS
C03576	3375-50-6	CAS
C03577	111844-33-8	CAS
C03579	7044-72-6	CAS
C03582	501-36-0	CAS
C03584	21416-43-3	CAS
C03585	22752-96-1	CAS
C03592	838-07-3	CAS
C03600	38945-27-6	CAS
C03619	1824-94-8	CAS
C03622	1204-79-1	CAS
C03626	102783-24-4	CAS
C03634	37558-16-0	CAS
C03642	15324-65-9	CAS
C03657	31519-22-9	CAS
C03663	89-84-9	CAS
C03664	94-75-7	CAS
C03665	62-57-7	CAS
C03677	73385-56-5	CAS
C03678	352-21-6	CAS
C03679	140-53-4	CAS
C03681	566-65-4	CAS
C03686	17878-69-2	CAS
C03690	117-81-7	CAS
C03710	1138-80-3	CAS
C03711	68579-60-2	CAS
C03722	89-00-9	CAS
C03727	638-23-3	CAS
C03739	1460-57-7	CAS
C03743	634-94-6	CAS
C03747	80-75-1	CAS
C03748	438-07-3	CAS
C03752	3646-68-2	CAS
C03753	1010-60-2	CAS
C03755	26086-49-7	CAS
C03758	51-61-6	CAS
C03761	503-49-1	CAS
C03764	60-11-7	CAS
C03765	7339-87-9	CAS
C03766	14191-95-8	CAS
C03771	3715-10-4	CAS
C03772	1229-12-5	CAS
C03779	645-15-8	CAS
C03782	6323-97-3	CAS
C03794	19046-78-7	CAS
C03795	2002-35-9	CAS
C03822	620-45-1	CAS
C03837	2747-05-9	CAS
C03840	481-39-0	CAS
C03844	10284-63-6	CAS
C03845	566-97-2	CAS
C03848	470-57-5	CAS
C03850	3805-37-6	CAS
C03882	94-62-2	CAS
C03901	20960-92-3	CAS
C03917	521-18-6	CAS
C03918	72945-11-0	CAS
C03927	1121-23-9	CAS
C03951	5373-11-5	CAS
C03958	24305-27-9	CAS
C03963	126-19-2	CAS
C03969	52-52-8	CAS
C03975	529-69-1	CAS
C03985	78-70-6	CAS
C03989	546-35-0	CAS
C03990	434-13-9	CAS
C04020	34522-31-1	CAS
C04022	7314-30-9	CAS
C04024	61360-94-9	CAS
C04033	18512-30-6	CAS
C04042	145-14-2	CAS
C04050	4637-56-3	CAS
C04062	103597-56-4	CAS
C04067	759-65-9	CAS
C04075	55528-30-8	CAS
C04078	1115-84-0	CAS
C04083	2365-40-4	CAS
C04105	6666-46-2	CAS
C04118	483-34-1	CAS
C04137	34522-32-2	CAS
C04178	1689-84-5	CAS
C04203	99-98-9	CAS
C04209	5302-45-4	CAS
C04227	104-14-3	CAS
C04234	106777-19-9	CAS
C04255	157296-99-6	CAS
C04274	5255-75-4	CAS
C04284	341-88-8	CAS
C04287	949461-91-0	CAS
C04294	137-00-8	CAS
C04295	521-17-5	CAS
C04299	43119-57-9	CAS
C04333	3568-49-8	CAS
C04360	79886-49-0	CAS
C04373	53-42-9	CAS
C04431	73237-79-3	CAS
C04434	85179-60-8	CAS
C04435	112164-19-9	CAS
C04483	83-44-3	CAS
C04484	28345-81-5	CAS
C04488	92481-97-5	CAS
C04491	18719-76-1	CAS
C04516	79886-50-3	CAS
C04518	652-69-7	CAS
C04525	516-86-9	CAS
C04543	5072-26-4	CAS
C04548	94-07-5	CAS
C04555	651-48-9	CAS
C04563	20298-95-7	CAS
C04572	144810-23-1	CAS
C04576	14937-32-7	CAS
C04577	81416-72-0	CAS
C04596	72-55-9	CAS
C04599	28289-54-5	CAS
C04608	578-74-5	CAS
C04617	30810-51-6	CAS
C04623	50-29-3	CAS
C04631	70222-94-5	CAS
C04634	60463-06-1	CAS
C04642	2461-62-3	CAS
C04646	53-83-8	CAS
C04650	35597-44-5	CAS
C04676	4416-57-3	CAS
C04677	3031-94-5	CAS
C04685	14152-28-4	CAS
C04686	35687-86-6	CAS
C04691	2627-73-8	CAS
C04706	115793-61-8	CAS
C04715	6811-35-4	CAS
C04717	33964-75-9	CAS
C04720	15893-52-4	CAS
C04722	547-98-8	CAS
C04729	22752-93-8	CAS
C04737	76965-57-6	CAS
C04741	745-65-3	CAS
C04742	54845-95-3	CAS
C04771	500-44-7	CAS
C04778	975-91-7	CAS
C04783	130073-64-2	CAS
C04805	70608-72-9	CAS
C04823	3031-95-6	CAS
C04831	18607-79-9	CAS
C04858	26544-34-3	CAS
C04931	74863-84-6	CAS
C05010	7763-65-7	CAS
C05011	68047-06-3	CAS
C05028	68-22-4	CAS
C05042	51276-47-2	CAS
C05052	488-84-6	CAS
C05058	591-27-5	CAS
C05071	64902-72-3	CAS
C05073	4434-05-3	CAS
C05076	81335-37-7	CAS
C05079	389-08-2	CAS
C05080	303-81-1	CAS
C05086	59865-13-3	CAS
C05108	7448-02-4	CAS
C05113	101-60-0	CAS
C05122	81-24-3	CAS
C05123	107-36-8	CAS
C05126	617-54-9	CAS
C05127	501-75-7	CAS
C05130	645-14-7	CAS
C05138	387-79-1	CAS
C05139	1232-73-1	CAS
C05140	63-02-5	CAS
C05141	50-27-1	CAS
C05143	499-20-7	CAS
C05145	144-90-1	CAS
C05146	461-72-3	CAS
C05148	52423-28-6	CAS
C05149	83314-01-6	CAS
C05151	16561-29-8	CAS
C05174	483-44-3	CAS
C05175	84-39-9	CAS
C05176	3423-07-2	CAS
C05177	485-18-7	CAS
C05178	3968-19-2	CAS
C05179	1936-18-1	CAS
C05189	130-86-9	CAS
C05191	3606-45-9	CAS
C05193	131984-77-5	CAS
C05194	28342-26-9	CAS
C05198	4754-39-6	CAS
C05204	131-10-2	CAS
C05230	37831-70-2	CAS
C05235	116-09-6	CAS
C05239	4919-03-3	CAS
C05243	5096-70-8	CAS
C05269	19774-86-8	CAS
C05284	382-44-5	CAS
C05285	382-45-6	CAS
C05290	510-64-5	CAS
C05291	62-83-9	CAS
C05293	571-22-2	CAS
C05298	362-06-1	CAS
C05299	362-08-3	CAS
C05300	566-76-7	CAS
C05301	362-05-0	CAS
C05302	362-07-2	CAS
C05306	479-61-8	CAS
C05307	519-62-0	CAS
C05315	3486-67-7	CAS
C05316	77785-12-7	CAS
C05324	34441-14-0	CAS
C05332	64-04-0	CAS
C05334	480-43-3	CAS
C05335	1464-42-2	CAS
C05339	6303-21-5	CAS
C05342	1874-54-0	CAS
C05346	103782-08-7	CAS
C05349	85721-33-1	CAS
C05353	7365-44-8	CAS
C05361	302-01-2	CAS
C05370	101932-71-2	CAS
C05371	101043-37-2	CAS
C05372	109946-35-2	CAS
C05376	5928-26-7	CAS
C05377	58-27-5	CAS
C05379	1948-82-9	CAS
C05380	583-08-4	CAS
C05400	17296-19-4	CAS
C05402	585-99-9	CAS
C05404	13382-86-0	CAS
C05416	570-74-1	CAS
C05418	4025-59-6	CAS
C05422	490-83-5	CAS
C05425	1253-84-5	CAS
C05432	502-65-8	CAS
C05433	7488-99-5	CAS
C05437	128-33-6	CAS
C05441	50-14-6	CAS
C05442	83-48-7	CAS
C05443	67-97-0	CAS
C05446	862-53-3	CAS
C05454	547-96-6	CAS
C05465	516-35-8	CAS
C05466	640-79-9	CAS
C05469	68-54-2	CAS
C05470	53-05-4	CAS
C05471	1482-50-4	CAS
C05472	53-02-1	CAS
C05475	566-01-8	CAS
C05476	68-42-8	CAS
C05478	566-03-0	CAS
C05479	128-23-4	CAS
C05481	516-42-7	CAS
C05484	80-92-2	CAS
C05485	1164-98-3	CAS
C05487	1167-48-2	CAS
C05488	152-58-9	CAS
C05490	72-23-1	CAS
C05497	641-77-0	CAS
C05498	600-57-7	CAS
C05500	516-72-3	CAS
C05502	22348-64-7	CAS
C05504	1852-50-2	CAS
C05512	890-38-0	CAS
C05519	28954-12-3	CAS
C05551	61-33-6	CAS
C05562	822-55-9	CAS
C05570	497-30-3	CAS
C05575	534-30-5	CAS
C05578	3131-52-0	CAS
C05580	775-01-9	CAS
C05582	306-08-1	CAS
C05584	55-10-7	CAS
C05587	554-52-9	CAS
C05593	621-37-4	CAS
C05604	18766-67-1	CAS
C05606	8049-97-6	CAS
C05607	7326-19-4	CAS
C05608	2538-87-6	CAS
C05610	4206-58-0	CAS
C05613	104-57-4	CAS
C05615	9005-53-2	CAS
C05618	4018-65-9	CAS
C05620	10172-89-1	CAS
C05623	21637-25-2	CAS
C05625	153-18-4	CAS
C05627	2628-17-3	CAS
C05629	501-52-0	CAS
C05631	552-58-9	CAS
C05643	2208-41-5	CAS
C05653	3342-77-6	CAS
C05659	608-07-1	CAS
C05663	3778-29-8	CAS
C05669	504-88-1	CAS
C05670	151-18-8	CAS
C05682	4408-78-0	CAS
C05697	7783-08-6	CAS
C05730	33932-35-3	CAS
C05731	1883-12-1	CAS
C05766	1867-62-5	CAS
C05770	14643-66-4	CAS
C05775	132-13-8	CAS
C05777	73145-13-8	CAS
C05778	65207-12-7	CAS
C05785	9003-99-0	CAS
C05787	17459-92-6	CAS
C05790	14684-37-8	CAS
C05793	34217-90-8	CAS
C05821	28384-96-5	CAS
C05822	84-52-6	CAS
C05824	1637-71-4	CAS
C05827	19639-03-3	CAS
C05828	2625-49-2	CAS
C05837	4356-52-9	CAS
C05842	701-44-0	CAS
C05843	769-49-3	CAS
C05849	25486-55-9	CAS
C05851	91-64-5	CAS
C05852	614-75-5	CAS
C05853	60-12-8	CAS
C05901	10083-24-6	CAS
C05903	520-18-3	CAS
C05904	134-04-3	CAS
C05905	528-58-5	CAS
C05906	93527-39-0	CAS
C05907	24897-98-1	CAS
C05908	528-53-0	CAS
C05918	472-87-7	CAS
C05926	2009-64-5	CAS
C05939	10139-06-7	CAS
C05944	81-13-0	CAS
C05945	1189-11-3	CAS
C05951	73836-78-9	CAS
C05952	75715-89-8	CAS
C05954	13367-85-6	CAS
C05956	51982-36-6	CAS
C05957	60203-57-8	CAS
C05958	87893-54-7	CAS
C05961	58962-34-8	CAS
C05962	67786-53-2	CAS
C05963	54397-85-2	CAS
C05964	67910-12-7	CAS
C05979	71-23-8	CAS
C05986	107-19-7	CAS
C05990	20013-23-4	CAS
C05999	598-35-6	CAS
C06044	501-94-0	CAS
C06046	10338-51-9	CAS
C06067	5017-33-4	CAS
C06068	548-43-6	CAS
C06071	26660-57-1	CAS
C06074	123-35-3	CAS
C06075	586-62-9	CAS
C06076	79-92-5	CAS
C06078	138-86-3	CAS
C06079	56299-00-4	CAS
C06080	23282-20-4	CAS
C06082	21293-29-8	CAS
C06087	514-10-3	CAS
C06088	38966-21-1	CAS
C06091	302-27-2	CAS
C06093	19436-07-8	CAS
C06094	51576-08-0	CAS
C06095	88373-65-3	CAS
C06098	144-68-3	CAS
C06099	5989-27-5	CAS
C06104	124-04-9	CAS
C06105	765-87-7	CAS
C06108	144-49-0	CAS
C06124	26993-30-6	CAS
C06144	2345-51-9	CAS
C06145	52844-23-2	CAS
C06146	927-74-2	CAS
C06151	551-72-4	CAS
C06152	488-55-1	CAS
C06153	488-59-5	CAS
C06160	22672-77-1	CAS
C06161	486-39-5	CAS
C06162	2447-54-3	CAS
C06165	23594-80-1	CAS
C06167	16202-17-8	CAS
C06171	467-13-0	CAS
C06173	115-37-7	CAS
C06174	76-57-3	CAS
C06176	130-01-8	CAS
C06177	480-85-3	CAS
C06179	496-49-1	CAS
C06180	13078-04-1	CAS
C06183	19519-53-0	CAS
C06186	497-76-7	CAS
C06199	539-15-1	CAS
C06202	90-02-8	CAS
C06215	9013-95-0	CAS
C06231	96702-03-3	CAS
C06244	60-35-5	CAS
C06255	1821-02-9	CAS
C06262	7723-14-0	CAS
C06264	7429-90-5	CAS
C06265	7440-44-0	CAS
C06266	7440-42-8	CAS
C06267	7440-62-2	CAS
C06268	7440-47-3	CAS
C06269	7440-38-2	CAS
C06304	5794-03-6	CAS
C06306	7785-70-8	CAS
C06307	18172-67-3	CAS
C06308	7785-26-4	CAS
C06309	1721-59-1	CAS
C06310	1615-91-4	CAS
C06311	15664-55-8	CAS
C06312	136598-66-8	CAS
C06317	498-00-0	CAS
C06318	161578-47-8	CAS
C06322	148471-94-7	CAS
C06323	119-65-3	CAS
C06324	491-30-5	CAS
C06325	93-10-7	CAS
C06327	18203-11-7	CAS
C06329	24759-04-4	CAS
C06332	89-52-1	CAS
C06333	88-21-1	CAS
C06334	121-47-1	CAS
C06335	121-57-3	CAS
C06337	100-21-0	CAS
C06338	59-31-4	CAS
C06341	4725-24-0	CAS
C06343	611-36-9	CAS
C06346	5843-65-2	CAS
C06347	106032-53-5	CAS
C06349	2196-60-3	CAS
C06354	119-61-9	CAS
C06368	144705-32-8	CAS
C06384	1000-82-4	CAS
C06390	520-88-7	CAS
C06391	595-77-7	CAS
C06413	91-22-5	CAS
C06414	486-74-8	CAS
C06415	59-31-4	CAS
C06417	640-68-6	CAS
C06418	443-79-8	CAS
C06419	351-50-8	CAS
C06420	556-02-5	CAS
C06423	124-07-2	CAS
C06424	544-63-8	CAS
C06425	506-30-9	CAS
C06426	506-26-3	CAS
C06427	463-40-1	CAS
C06428	10417-94-4	CAS
C06438	17968-82-0	CAS
C06439	802-31-3	CAS
C06453	13422-55-4	CAS
C06454	23155-02-4	CAS
C06456	4428-95-9	CAS
C06457	35597-43-4	CAS
C06463	95-43-2	CAS
C06464	1990-29-0	CAS
C06465	4205-23-6	CAS
C06466	5978-95-0	CAS
C06467	2595-98-4	CAS
C06468	551-68-8	CAS
C06469	114-04-5	CAS
C06470	1114-41-6	CAS
C06471	56816-60-5	CAS
C06472	2073-35-0	CAS
C06473	669-90-9	CAS
C06474	14122-18-0	CAS
C06475	745-62-0	CAS
C06477	1986-15-8	CAS
C06478	7625-23-2	CAS
C06511	21446-35-5	CAS
C06513	479-37-8	CAS
C06515	6859-66-1	CAS
C06521	454-14-8	CAS
C06522	57-24-9	CAS
C06523	458-88-8	CAS
C06524	494-97-3	CAS
C06525	439-89-4	CAS
C06526	130-95-0	CAS
C06527	56-54-2	CAS
