KEGG	OTHERID	OTHERTYPE
C11149	CHEBI:36386	CHEBI
C11150	CHEBI:9684	CHEBI
C11150	CHEBI:30956	CHEBI
C11151	CHEBI:8101	CHEBI
C11151	CHEBI:27684	CHEBI
C11152	CHEBI:9502	CHEBI
C11152	CHEBI:44880	CHEBI
C11153	CHEBI:9917	CHEBI
C11158	CHEBI:9634	CHEBI
C11160	CHEBI:9495	CHEBI
C11161	CHEBI:4883	CHEBI
C11164	CHEBI:3259	CHEBI
C11166	CHEBI:8984	CHEBI
C11168	CHEBI:9467	CHEBI
C11169	CHEBI:9337	CHEBI
C11170	CHEBI:9322	CHEBI
C11171	CHEBI:9177	CHEBI
C11172	CHEBI:9146	CHEBI
C11172	CHEBI:27496	CHEBI
C11174	CHEBI:62919	CHEBI
C11175	CHEBI:8927	CHEBI
C11177	CHEBI:8829	CHEBI
C11177	CHEBI:52672	CHEBI
C11181	CHEBI:8452	CHEBI
C11189	CHEBI:5742	CHEBI
C11189	CHEBI:51232	CHEBI
C11190	CHEBI:8828	CHEBI
C11193	CHEBI:8736	CHEBI
C11195	CHEBI:6955	CHEBI
C11195	CHEBI:50729	CHEBI
C11196	CHEBI:6835	CHEBI
C11208	CHEBI:8902	CHEBI
C11208	CHEBI:28909	CHEBI
C11215	CHEBI:2844	CHEBI
C11215	CHEBI:29125	CHEBI
C11218	CHEBI:5530	CHEBI
C11222	CHEBI:5292	CHEBI
C11225	CHEBI:5674	CHEBI
C11227	CHEBI:4886	CHEBI
C11228	CHEBI:4868	CHEBI
C11230	CHEBI:47898	CHEBI
C11231	CHEBI:4672	CHEBI
C11237	CHEBI:791	CHEBI
C11242	CHEBI:2974	CHEBI
C11242	CHEBI:30033	CHEBI
C11243	CHEBI:2975	CHEBI
C11243	CHEBI:30034	CHEBI
C11249	CHEBI:4009	CHEBI
C11249	CHEBI:29005	CHEBI
C11250	CHEBI:4393	CHEBI
C11251	CHEBI:3663	CHEBI
C11253	CHEBI:3507	CHEBI
C11254	CHEBI:78310	CHEBI
C11259	CHEBI:3091	CHEBI
C11260	CHEBI:991	CHEBI
C11261	CHEBI:1448	CHEBI
C11261	CHEBI:40036	CHEBI
C11262	CHEBI:2038	CHEBI
C11263	CHEBI:2173	CHEBI
C11263	CHEBI:29022	CHEBI
C11268	CHEBI:3089	CHEBI
C11271	CHEBI:10606	CHEBI
C11271	CHEBI:29021	CHEBI
C11272	CHEBI:5115	CHEBI
C11274	CHEBI:9473	CHEBI
C11275	CHEBI:3567	CHEBI
C11276	CHEBI:7576	CHEBI
C11278	CHEBI:2505	CHEBI
C11281	CHEBI:2737	CHEBI
C11283	CHEBI:919	CHEBI
C11284	CHEBI:5914	CHEBI
C11284	CHEBI:33070	CHEBI
C11288	CHEBI:45869	CHEBI
C11301	CHEBI:9347	CHEBI
C11305	CHEBI:78019	CHEBI
C11306	CHEBI:2423	CHEBI
C11307	CHEBI:3566	CHEBI
C11310	CHEBI:641	CHEBI
C11316	CHEBI:9501	CHEBI
C11319	CHEBI:1409	CHEBI
C11323	CHEBI:1751	CHEBI
C11326	CHEBI:2309	CHEBI
C11326	CHEBI:39708	CHEBI
C11340	CHEBI:2761	CHEBI
C11341	CHEBI:7219	CHEBI
C11342	CHEBI:7848	CHEBI
C11344	CHEBI:6860	CHEBI
C11344	CHEBI:27642	CHEBI
C11345	CHEBI:9675	CHEBI
C11348	CHEBI:370	CHEBI
C11348	CHEBI:16346	CHEBI
C11351	CHEBI:9282	CHEBI
C11355	CHEBI:1943	CHEBI
C11355	CHEBI:35181	CHEBI
C11355	CHEBI:18198	CHEBI
C11356	CHEBI:10698	CHEBI
C11357	CHEBI:74	CHEBI
C11358	CHEBI:75	CHEBI
C11359	CHEBI:92	CHEBI
C11369	CHEBI:5107	CHEBI
C11371	CHEBI:7449	CHEBI
C11378	CHEBI:9854	CHEBI
C11379	CHEBI:3703	CHEBI
C11380	CHEBI:2781	CHEBI
C11382	CHEBI:7	CHEBI
C11383	CHEBI:5	CHEBI
C11383	CHEBI:15399	CHEBI
C11384	CHEBI:368	CHEBI
C11386	CHEBI:88	CHEBI
C11387	CHEBI:165	CHEBI
C11388	CHEBI:28	CHEBI
C11389	CHEBI:98	CHEBI
C11390	CHEBI:31	CHEBI
C11391	CHEBI:367	CHEBI
C11392	CHEBI:129	CHEBI
C11393	CHEBI:128	CHEBI
C11395	CHEBI:227	CHEBI
C11396	CHEBI:149	CHEBI
C11397	CHEBI:152	CHEBI
C11398	CHEBI:154	CHEBI
C11399	CHEBI:161	CHEBI
C11399	CHEBI:50233	CHEBI
C11400	CHEBI:156	CHEBI
C11400	CHEBI:50232	CHEBI
C11401	CHEBI:166	CHEBI
C11402	CHEBI:228	CHEBI
C11405	CHEBI:202	CHEBI
C11405	CHEBI:37287	CHEBI
C11405	CHEBI:29001	CHEBI
C11407	CHEBI:203	CHEBI
C11407	CHEBI:29004	CHEBI
C11408	CHEBI:232	CHEBI
C11409	CHEBI:59	CHEBI
C11409	CHEBI:15388	CHEBI
C11410	CHEBI:153	CHEBI
C11411	CHEBI:150	CHEBI
C11412	CHEBI:155	CHEBI
C11413	CHEBI:162	CHEBI
C11413	CHEBI:50235	CHEBI
C11414	CHEBI:233	CHEBI
C11415	CHEBI:168	CHEBI
C11416	CHEBI:158	CHEBI
C11418	CHEBI:64232	CHEBI
C11419	CHEBI:211	CHEBI
C11419	CHEBI:37291	CHEBI
C11421	CHEBI:212	CHEBI
C11422	CHEBI:8051	CHEBI
C11422	CHEBI:28851	CHEBI
C11428	CHEBI:10718	CHEBI
C11428	CHEBI:28951	CHEBI
C11429	CHEBI:8054	CHEBI
C11429	CHEBI:27950	CHEBI
C11430	CHEBI:2334	CHEBI
C11430	CHEBI:28820	CHEBI
C11431	CHEBI:8052	CHEBI
C11431	CHEBI:28668	CHEBI
C11432	CHEBI:667	CHEBI
C11432	CHEBI:27528	CHEBI
C11433	CHEBI:638	CHEBI
C11433	CHEBI:27753	CHEBI
C11434	CHEBI:1030	CHEBI
C11434	CHEBI:17764	CHEBI
C11435	CHEBI:1770	CHEBI
C11435	CHEBI:16578	CHEBI
C11436	CHEBI:1266	CHEBI
C11436	CHEBI:16840	CHEBI
C11437	CHEBI:622	CHEBI
C11437	CHEBI:16493	CHEBI
C11453	CHEBI:1029	CHEBI
C11453	CHEBI:18425	CHEBI
C11455	CHEBI:1743	CHEBI
C11455	CHEBI:17813	CHEBI
C11457	CHEBI:1427	CHEBI
C11465	CHEBI:1403	CHEBI
C11469	CHEBI:3319	CHEBI
C11472	CHEBI:4188	CHEBI
C11473	CHEBI:4947	CHEBI
C11474	CHEBI:7521	CHEBI
C11476	CHEBI:6182	CHEBI
C11477	CHEBI:16646	CHEBI
C11480	CHEBI:1283	CHEBI
C11481	CHEBI:5598	CHEBI
C11481	CHEBI:17137	CHEBI
C11489	CHEBI:7438	CHEBI
C11496	CHEBI:311	CHEBI
C11496	CHEBI:18354	CHEBI
C11497	CHEBI:1259	CHEBI
C11497	CHEBI:15881	CHEBI
C11498	CHEBI:382	CHEBI
C11498	CHEBI:18288	CHEBI
C11499	CHEBI:402	CHEBI
C11499	CHEBI:61289	CHEBI
C11499	CHEBI:16712	CHEBI
C11500	CHEBI:1958	CHEBI
C11502	CHEBI:7041	CHEBI
C11503	CHEBI:1514	CHEBI
C11503	CHEBI:16569	CHEBI
C11504	CHEBI:1515	CHEBI
C11504	CHEBI:29216	CHEBI
C11505	CHEBI:8486	CHEBI
C11505	CHEBI:16052	CHEBI
C11506	CHEBI:302	CHEBI
C11506	CHEBI:28985	CHEBI
C11507	CHEBI:369	CHEBI
C11507	CHEBI:28982	CHEBI
C11508	CHEBI:1946	CHEBI
C11508	CHEBI:30109	CHEBI
C11509	CHEBI:1718	CHEBI
C11509	CHEBI:16286	CHEBI
C11511	CHEBI:10696	CHEBI
C11512	CHEBI:6879	CHEBI
C11512	CHEBI:15929	CHEBI
C11513	CHEBI:176	CHEBI
C11513	CHEBI:15576	CHEBI
C11514	CHEBI:277	CHEBI
C11514	CHEBI:15663	CHEBI
C11515	CHEBI:275	CHEBI
C11515	CHEBI:15661	CHEBI
C11516	CHEBI:977	CHEBI
C11516	CHEBI:16351	CHEBI
C11519	CHEBI:7261	CHEBI
C11519	CHEBI:17945	CHEBI
C11520	CHEBI:4016	CHEBI
C11520	CHEBI:17966	CHEBI
C11521	CHEBI:9810	CHEBI
C11522	CHEBI:1305	CHEBI
C11522	CHEBI:29107	CHEBI
C11523	CHEBI:1304	CHEBI
C11525	CHEBI:10604	CHEBI
C11525	CHEBI:18087	CHEBI
C11526	CHEBI:2119	CHEBI
C11526	CHEBI:30164	CHEBI
C11527	CHEBI:1869	CHEBI
C11527	CHEBI:16388	CHEBI
C11529	CHEBI:7256	CHEBI
C11529	CHEBI:51353	CHEBI
C11535	CHEBI:2219	CHEBI
C11535	CHEBI:16405	CHEBI
C11536	CHEBI:1265	CHEBI
C11536	CHEBI:32896	CHEBI
C11537	CHEBI:1667	CHEBI
C11537	CHEBI:48291	CHEBI
C11538	CHEBI:3790	CHEBI
C11539	CHEBI:3791	CHEBI
C11540	CHEBI:3792	CHEBI
C11541	CHEBI:3793	CHEBI
C11542	CHEBI:3794	CHEBI
C11543	CHEBI:3789	CHEBI
C11544	CHEBI:851	CHEBI
C11544	CHEBI:15847	CHEBI
C11545	CHEBI:3795	CHEBI
C11546	CHEBI:979	CHEBI
C11546	CHEBI:17765	CHEBI
C11553	CHEBI:10157	CHEBI
C11554	CHEBI:672	CHEBI
C11554	CHEBI:16152	CHEBI
C11555	CHEBI:811	CHEBI
C11555	CHEBI:16067	CHEBI
C11556	CHEBI:673	CHEBI
C11556	CHEBI:16851	CHEBI
C11557	CHEBI:676	CHEBI
C11557	CHEBI:16500	CHEBI
C11569	CHEBI:855	CHEBI
C11570	CHEBI:963	CHEBI
C11581	CHEBI:2303	CHEBI
C11588	CHEBI:10472	CHEBI
C11590	CHEBI:3000	CHEBI
C11591	CHEBI:4286	CHEBI
C11592	CHEBI:4525	CHEBI
C11592	CHEBI:59051	CHEBI
C11596	CHEBI:53490	CHEBI
C11609	CHEBI:7569	CHEBI
C11612	CHEBI:59063	CHEBI
C11612	CHEBI:8309	CHEBI
C11619	CHEBI:9216	CHEBI
C11620	CHEBI:9378	CHEBI
C11620	CHEBI:18215	CHEBI
C11622	CHEBI:9494	CHEBI
C11623	CHEBI:9750	CHEBI
C11625	CHEBI:53426	CHEBI
C11626	CHEBI:9984	CHEBI
C11627	CHEBI:10617	CHEBI
C11627	CHEBI:46442	CHEBI
C11630	CHEBI:757	CHEBI
C11630	CHEBI:16790	CHEBI
C11631	CHEBI:2338	CHEBI
C11631	CHEBI:17643	CHEBI
C11632	CHEBI:8311	CHEBI
C11632	CHEBI:16829	CHEBI
C11633	CHEBI:765	CHEBI
C11633	CHEBI:16425	CHEBI
C11634	CHEBI:9942	CHEBI
C11634	CHEBI:18057	CHEBI
C11635	CHEBI:696	CHEBI
C11635	CHEBI:16060	CHEBI
C11636	CHEBI:2260	CHEBI
C11638	CHEBI:1449	CHEBI
C11643	CHEBI:767	CHEBI
C11643	CHEBI:17699	CHEBI
C11651	CHEBI:2317	CHEBI
C11675	CHEBI:769	CHEBI
C11685	CHEBI:3763	CHEBI
C11686	CHEBI:9884	CHEBI
C11687	CHEBI:2954	CHEBI
C11687	CHEBI:30969	CHEBI
C11692	CHEBI:9506	CHEBI
C11695	CHEBI:2700	CHEBI
C11696	CHEBI:8348	CHEBI
C11700	CHEBI:693	CHEBI
C11700	CHEBI:18193	CHEBI
C11702	CHEBI:9590	CHEBI
C11703	CHEBI:6257	CHEBI
C11705	CHEBI:8983	CHEBI
C11710	CHEBI:4460	CHEBI
C11713	CHEBI:10432	CHEBI
C11714	CHEBI:10319	CHEBI
C11715	CHEBI:6552	CHEBI
C11715	CHEBI:51052	CHEBI
C11718	CHEBI:6339	CHEBI
C11720	CHEBI:4786	CHEBI
C11721	CHEBI:3354	CHEBI
C11723	CHEBI:5706	CHEBI
C11726	CHEBI:3605	CHEBI
C11729	CHEBI:5683	CHEBI
C11730	CHEBI:9437	CHEBI
C11733	CHEBI:4346	CHEBI
C11733	CHEBI:41934	CHEBI
C11735	CHEBI:7267	CHEBI
C11735	CHEBI:15620	CHEBI
C11736	CHEBI:60761	CHEBI
C11738	CHEBI:10588	CHEBI
C11744	CHEBI:9016	CHEBI
C11746	CHEBI:7969	CHEBI
C11747	CHEBI:7960	CHEBI
C11748	CHEBI:5098	CHEBI
C11750	CHEBI:8255	CHEBI
C11751	CHEBI:9391	CHEBI
C11752	CHEBI:3414	CHEBI
C11754	CHEBI:3537	CHEBI
C11761	CHEBI:9702	CHEBI
C11764	CHEBI:9030	CHEBI
C11766	CHEBI:8874	CHEBI
C11767	CHEBI:10056	CHEBI
C11770	CHEBI:8746	CHEBI
C11793	CHEBI:4912	CHEBI
C11796	CHEBI:73358	CHEBI
C11798	CHEBI:6762	CHEBI
C11803	CHEBI:7847	CHEBI
C11805	CHEBI:6550	CHEBI
C11806	CHEBI:7915	CHEBI
C11807	CHEBI:9989	CHEBI
C11807	CHEBI:16791	CHEBI
C11808	CHEBI:503	CHEBI
C11808	CHEBI:17372	CHEBI
C11809	CHEBI:780	CHEBI
C11809	CHEBI:17384	CHEBI
C11810	CHEBI:7621	CHEBI
C11811	CHEBI:632	CHEBI
C11811	CHEBI:15664	CHEBI
C11818	CHEBI:337	CHEBI
C11818	CHEBI:18146	CHEBI
C11821	CHEBI:2074	CHEBI
C11821	CHEBI:18072	CHEBI
C11822	CHEBI:1020	CHEBI
C11822	CHEBI:37012	CHEBI
C11825	CHEBI:1721	CHEBI
C11825	CHEBI:16229	CHEBI
C11829	CHEBI:29463	CHEBI
C11829	CHEBI:15434	CHEBI
C11830	CHEBI:29464	CHEBI
C11830	CHEBI:15433	CHEBI
C11831	CHEBI:29578	CHEBI
C11831	CHEBI:30619	CHEBI
C11832	CHEBI:29576	CHEBI
C11832	CHEBI:38259	CHEBI
C11837	CHEBI:29643	CHEBI
C11838	CHEBI:29484	CHEBI
C11839	CHEBI:29640	CHEBI
C11840	CHEBI:29639	CHEBI
C11846	CHEBI:29563	CHEBI
C11848	CHEBI:29472	CHEBI
C11849	CHEBI:29479	CHEBI
C11850	CHEBI:73113	CHEBI
C11853	CHEBI:29589	CHEBI
C11854	CHEBI:29600	CHEBI
C11856	CHEBI:29602	CHEBI
C11857	CHEBI:29587	CHEBI
C11857	CHEBI:30088	CHEBI
C11858	CHEBI:29588	CHEBI
C11859	CHEBI:29596	CHEBI
C11860	CHEBI:29590	CHEBI
C11861	CHEBI:29591	CHEBI
C11862	CHEBI:29595	CHEBI
C11863	CHEBI:29605	CHEBI
C11864	CHEBI:29597	CHEBI
C11864	CHEBI:32902	CHEBI
C11865	CHEBI:29599	CHEBI
C11866	CHEBI:29467	CHEBI
C11867	CHEBI:29603	CHEBI
C11867	CHEBI:32903	CHEBI
C11868	CHEBI:29593	CHEBI
C11870	CHEBI:29604	CHEBI
C11871	CHEBI:29598	CHEBI
C11874	CHEBI:29610	CHEBI
C11875	CHEBI:29734	CHEBI
C11878	CHEBI:29508	CHEBI
C11878	CHEBI:30232	CHEBI
C11879	CHEBI:29616	CHEBI
C11880	CHEBI:29651	CHEBI
C11882	CHEBI:29510	CHEBI
C11887	CHEBI:29509	CHEBI
C11890	CHEBI:29519	CHEBI
C11894	CHEBI:29686	CHEBI
C11894	CHEBI:30037	CHEBI
C11895	CHEBI:29684	CHEBI
C11895	CHEBI:30038	CHEBI
C11896	CHEBI:29685	CHEBI
C11896	CHEBI:30042	CHEBI
C11897	CHEBI:29682	CHEBI
C11897	CHEBI:30041	CHEBI
C11898	CHEBI:29683	CHEBI
C11898	CHEBI:50436	CHEBI
C11899	CHEBI:29460	CHEBI
C11899	CHEBI:32897	CHEBI
C11900	CHEBI:29546	CHEBI
C11900	CHEBI:32898	CHEBI
C11901	CHEBI:29558	CHEBI
C11901	CHEBI:30939	CHEBI
C11902	CHEBI:29739	CHEBI
C11903	CHEBI:29628	CHEBI
C11903	CHEBI:29118	CHEBI
C11904	CHEBI:14157	CHEBI
C11904	CHEBI:50375	CHEBI
C11905	CHEBI:29601	CHEBI
C11906	CHEBI:29678	CHEBI
C11908	CHEBI:27678	CHEBI
C11909	CHEBI:29721	CHEBI
C11909	CHEBI:30906	CHEBI
C11910	CHEBI:10502	CHEBI
C11910	CHEBI:28375	CHEBI
C11911	CHEBI:10520	CHEBI
C11911	CHEBI:27948	CHEBI
C11912	CHEBI:29726	CHEBI
C11913	CHEBI:29568	CHEBI
C11916	CHEBI:10525	CHEBI
C11916	CHEBI:29731	CHEBI
C11916	CHEBI:27801	CHEBI
C11917	CHEBI:29612	CHEBI
C11922	CHEBI:29723	CHEBI
C11922	CHEBI:30940	CHEBI
C11924	CHEBI:29661	CHEBI
C11924	CHEBI:36999	CHEBI
C11925	CHEBI:63264	CHEBI
C11926	CHEBI:76289	CHEBI
C11929	CHEBI:29662	CHEBI
C11929	CHEBI:37002	CHEBI
C11933	CHEBI:29728	CHEBI
C11934	CHEBI:29473	CHEBI
C11935	CHEBI:29489	CHEBI
C11936	CHEBI:29481	CHEBI
C11936	CHEBI:37439	CHEBI
C11937	CHEBI:29456	CHEBI
C11937	CHEBI:38249	CHEBI
C11943	CHEBI:27050	CHEBI
C11944	CHEBI:23285	CHEBI
C11951	CHEBI:29455	CHEBI
C11951	CHEBI:37047	CHEBI
C11952	CHEBI:29453	CHEBI
C11952	CHEBI:36492	CHEBI
C11967	CHEBI:29537	CHEBI
C11983	CHEBI:29534	CHEBI
C11990	CHEBI:29658	CHEBI
C11991	CHEBI:29614	CHEBI
C11992	CHEBI:29613	CHEBI
C11993	CHEBI:29461	CHEBI
C11994	CHEBI:29706	CHEBI
C11995	CHEBI:29656	CHEBI
C11996	CHEBI:29630	CHEBI
C11997	CHEBI:29650	CHEBI
C11998	CHEBI:29649	CHEBI
C11999	CHEBI:29665	CHEBI
C12000	CHEBI:29700	CHEBI
C12001	CHEBI:29491	CHEBI
C12002	CHEBI:77011	CHEBI
C12003	CHEBI:29572	CHEBI
C12012	CHEBI:29696	CHEBI
C12013	CHEBI:29570	CHEBI
C12016	CHEBI:29505	CHEBI
C12026	CHEBI:29474	CHEBI
C12037	CHEBI:29669	CHEBI
C12041	CHEBI:29701	CHEBI
C12041	CHEBI:71947	CHEBI
C12043	CHEBI:29681	CHEBI
C12043	CHEBI:71978	CHEBI
C12045	CHEBI:29515	CHEBI
C12049	CHEBI:29655	CHEBI
C12054	CHEBI:29693	CHEBI
C12058	CHEBI:29552	CHEBI
C12058	CHEBI:171741	CHEBI
C12059	CHEBI:29697	CHEBI
C12063	CHEBI:29699	CHEBI
C12078	CHEBI:29571	CHEBI
C12078	CHEBI:58621	CHEBI
C12083	CHEBI:29457	CHEBI
C12087	CHEBI:78023	CHEBI
C12088	CHEBI:68636	CHEBI
C12092	CHEBI:29645	CHEBI
C12092	CHEBI:30305	CHEBI
C12093	CHEBI:29459	CHEBI
C12093	CHEBI:30306	CHEBI
C12095	CHEBI:29560	CHEBI
C12099	CHEBI:73481	CHEBI
C12102	CHEBI:29582	CHEBI
C12107	CHEBI:29507	CHEBI
C12108	CHEBI:29514	CHEBI
C12115	CHEBI:29476	CHEBI
C12122	CHEBI:29620	CHEBI
C12123	CHEBI:29503	CHEBI
C12124	CHEBI:29520	CHEBI
C12125	CHEBI:29608	CHEBI
C12126	CHEBI:31488	CHEBI
C12127	CHEBI:31018	CHEBI
C12128	CHEBI:31028	CHEBI
C12136	CHEBI:31029	CHEBI
C12136	CHEBI:42255	CHEBI
C12137	CHEBI:31967	CHEBI
C12138	CHEBI:31463	CHEBI
C12139	CHEBI:31985	CHEBI
C12140	CHEBI:31799	CHEBI
C12141	CHEBI:31977	CHEBI
C12141	CHEBI:74793	CHEBI
C12142	CHEBI:32294	CHEBI
C12142	CHEBI:46971	CHEBI
C12144	CHEBI:31999	CHEBI
C12144	CHEBI:46961	CHEBI
C12145	CHEBI:31998	CHEBI
C12147	CHEBI:31757	CHEBI
C12147	CHEBI:37525	CHEBI
C12153	CHEBI:31549	CHEBI
C12155	CHEBI:31926	CHEBI
C12176	CHEBI:32055	CHEBI
C12179	CHEBI:32185	CHEBI
C12186	CHEBI:31958	CHEBI
C12203	CHEBI:31136	CHEBI
C12208	CHEBI:32351	CHEBI
C12208	CHEBI:15937	CHEBI
C12210	CHEBI:32274	CHEBI
C12211	CHEBI:32275	CHEBI
C12212	CHEBI:72725	CHEBI
C12212	CHEBI:31747	CHEBI
C12213	CHEBI:31748	CHEBI
C12217	CHEBI:31595	CHEBI
C12219	CHEBI:31432	CHEBI
C12221	CHEBI:31878	CHEBI
C12242	CHEBI:31389	CHEBI
C12248	CHEBI:31132	CHEBI
C12249	CHEBI:31745	CHEBI
C12251	CHEBI:31084	CHEBI
C12260	CHEBI:31030	CHEBI
C12263	CHEBI:31036	CHEBI
C12268	CHEBI:32174	CHEBI
C12269	CHEBI:31882	CHEBI
C12277	CHEBI:31341	CHEBI
C12282	CHEBI:32028	CHEBI
C12286	CHEBI:32319	CHEBI
C12287	CHEBI:32325	CHEBI
C12293	CHEBI:31726	CHEBI
C12294	CHEBI:31648	CHEBI
C12296	CHEBI:31725	CHEBI
C12299	CHEBI:31402	CHEBI
C12303	CHEBI:31988	CHEBI
C12304	CHEBI:31328	CHEBI
C12305	CHEBI:31832	CHEBI
C12307	CHEBI:31457	CHEBI
C12308	CHEBI:31651	CHEBI
C12308	CHEBI:28211	CHEBI
C12312	CHEBI:31697	CHEBI
C12313	CHEBI:32329	CHEBI
C12314	CHEBI:31046	CHEBI
C12316	CHEBI:32330	CHEBI
C12317	CHEBI:31452	CHEBI
C12317	CHEBI:32826	CHEBI
C12321	CHEBI:32335	CHEBI
C12322	CHEBI:32336	CHEBI
C12323	CHEBI:31755	CHEBI
C12325	CHEBI:31104	CHEBI
C12329	CHEBI:31032	CHEBI
C12329	CHEBI:46816	CHEBI
C12330	CHEBI:31071	CHEBI
C12333	CHEBI:31850	CHEBI
C12336	CHEBI:31504	CHEBI
C12337	CHEBI:31505	CHEBI
C12339	CHEBI:31503	CHEBI
C12345	CHEBI:31039	CHEBI
C12347	CHEBI:31464	CHEBI
C12366	CHEBI:32207	CHEBI
C12367	CHEBI:32205	CHEBI
C12368	CHEBI:32202	CHEBI
C12369	CHEBI:32200	CHEBI
C12370	CHEBI:32204	CHEBI
C12371	CHEBI:32197	CHEBI
C12372	CHEBI:32208	CHEBI
C12373	CHEBI:32206	CHEBI
C12375	CHEBI:32203	CHEBI
C12376	CHEBI:32201	CHEBI
C12377	CHEBI:32198	CHEBI
C12378	CHEBI:32199	CHEBI
C12380	CHEBI:32209	CHEBI
C12389	CHEBI:31856	CHEBI
C12390	CHEBI:31461	CHEBI
C12394	CHEBI:31751	CHEBI
C12395	CHEBI:31738	CHEBI
C12396	CHEBI:32211	CHEBI
C12397	CHEBI:32212	CHEBI
C12398	CHEBI:31145	CHEBI
C12399	CHEBI:31063	CHEBI
C12400	CHEBI:31062	CHEBI
C12413	CHEBI:32279	CHEBI
C12421	CHEBI:31178	CHEBI
C12422	CHEBI:31179	CHEBI
C12423	CHEBI:31180	CHEBI
C12424	CHEBI:31181	CHEBI
C12425	CHEBI:32344	CHEBI
C12426	CHEBI:32096	CHEBI
C12427	CHEBI:31047	CHEBI
C12429	CHEBI:31057	CHEBI
C12430	CHEBI:31059	CHEBI
C12432	CHEBI:31359	CHEBI
C12433	CHEBI:31031	CHEBI
C12448	CHEBI:31529	CHEBI
C12452	CHEBI:31170	CHEBI
C12456	CHEBI:31113	CHEBI
C12456	CHEBI:74408	CHEBI
C12458	CHEBI:31111	CHEBI
C12458	CHEBI:74155	CHEBI
C12466	CHEBI:31106	CHEBI
C12468	CHEBI:31107	CHEBI
C12474	CHEBI:31923	CHEBI
C12475	CHEBI:31469	CHEBI
C12476	CHEBI:31467	CHEBI
C12481	CHEBI:32333	CHEBI
C12486	CHEBI:31299	CHEBI
C12486	CHEBI:33118	CHEBI
C12490	CHEBI:31325	CHEBI
C12508	CHEBI:31897	CHEBI
C12512	CHEBI:31547	CHEBI
C12525	CHEBI:31138	CHEBI
C12525	CHEBI:18329	CHEBI
C12531	CHEBI:32184	CHEBI
C12538	CHEBI:31206	CHEBI
C12539	CHEBI:31264	CHEBI
C12554	CHEBI:32029	CHEBI
C12557	CHEBI:31368	CHEBI
C12564	CHEBI:31236	CHEBI
C12567	CHEBI:31794	CHEBI
C12568	CHEBI:32035	CHEBI
C12569	CHEBI:32145	CHEBI
C12599	CHEBI:31536	CHEBI
C12600	CHEBI:31991	CHEBI
C12603	CHEBI:32139	CHEBI
C12621	CHEBI:32357	CHEBI
C12623	CHEBI:32356	CHEBI
C12624	CHEBI:31082	CHEBI
C12625	CHEBI:31287	CHEBI
C12625	CHEBI:28556	CHEBI
C12626	CHEBI:31742	CHEBI
C12627	CHEBI:31227	CHEBI
C12628	CHEBI:32298	CHEBI
C12629	CHEBI:31143	CHEBI
C12630	CHEBI:31788	CHEBI
C12631	CHEBI:31080	CHEBI
C12632	CHEBI:31787	CHEBI
C12632	CHEBI:16559	CHEBI
C12633	CHEBI:31763	CHEBI
C12634	CHEBI:31743	CHEBI
C12635	CHEBI:31744	CHEBI
C12636	CHEBI:31741	CHEBI
C12637	CHEBI:32081	CHEBI
C12638	CHEBI:32080	CHEBI
C12639	CHEBI:32084	CHEBI
C12640	CHEBI:31966	CHEBI
C12641	CHEBI:31121	CHEBI
C12642	CHEBI:31965	CHEBI
C12643	CHEBI:31442	CHEBI
C12644	CHEBI:31968	CHEBI
C12645	CHEBI:31969	CHEBI
C12646	CHEBI:31443	CHEBI
C12646	CHEBI:16596	CHEBI
C12647	CHEBI:32115	CHEBI
C12650	CHEBI:31348	CHEBI
C12661	CHEBI:31959	CHEBI
C12662	CHEBI:31739	CHEBI
C12667	CHEBI:32082	CHEBI
C12668	CHEBI:32083	CHEBI
C12685	CHEBI:31448	CHEBI
C12712	CHEBI:31358	CHEBI
C12724	CHEBI:31580	CHEBI
C12739	CHEBI:31521	CHEBI
C12739	CHEBI:74488	CHEBI
C12766	CHEBI:31444	CHEBI
C12819	CHEBI:31746	CHEBI
C12829	CHEBI:31304	CHEBI
C12831	CHEBI:31090	CHEBI
C12831	CHEBI:32971	CHEBI
C12833	CHEBI:19298	CHEBI
C12833	CHEBI:31069	CHEBI
C12835	CHEBI:31074	CHEBI
C12838	CHEBI:32358	CHEBI
C12838	CHEBI:38107	CHEBI
C12849	CHEBI:32354	CHEBI
C12853	CHEBI:32215	CHEBI
C12862	CHEBI:31898	CHEBI
C12864	CHEBI:32181	CHEBI
C12888	CHEBI:31677	CHEBI
C12889	CHEBI:32350	CHEBI
C12893	CHEBI:31793	CHEBI
C12915	CHEBI:31899	CHEBI
C12935	CHEBI:31336	CHEBI
C12942	CHEBI:31962	CHEBI
C12962	CHEBI:31450	CHEBI
C12978	CHEBI:31542	CHEBI
C12986	CHEBI:31885	CHEBI
C12986	CHEBI:61509	CHEBI
C12987	CHEBI:31887	CHEBI
C12989	CHEBI:31888	CHEBI
C12989	CHEBI:35704	CHEBI
C13008	CHEBI:31530	CHEBI
C13014	CHEBI:31044	CHEBI
C13014	CHEBI:32918	CHEBI
C13016	CHEBI:31363	CHEBI
C13031	CHEBI:31562	CHEBI
C13038	CHEBI:31619	CHEBI
C13038	CHEBI:42638	CHEBI
C13044	CHEBI:32258	CHEBI
C13050	CHEBI:31445	CHEBI
C13051	CHEBI:31906	CHEBI
C13061	CHEBI:31169	CHEBI
C13086	CHEBI:32060	CHEBI
C13103	CHEBI:31753	CHEBI
