Input ID	IDsource	Output ID	source of the output ID
C14427	KEGG	CHEBI:34703	ChEBI
C14429	KEGG	CHEBI:34917	ChEBI
C14430	KEGG	CHEBI:34690	ChEBI
C14431	KEGG	CHEBI:34837	ChEBI
C14433	KEGG	CHEBI:34556	ChEBI
C14434	KEGG	CHEBI:34733	ChEBI
C14435	KEGG	CHEBI:34567	ChEBI
C14437	KEGG	CHEBI:34292	ChEBI
C14439	KEGG	CHEBI:35019	ChEBI
C14440	KEGG	CHEBI:34064	ChEBI
C14440	KEGG	CHEBI:47032	ChEBI
C14442	KEGG	CHEBI:34757	ChEBI
C14445	KEGG	CHEBI:35037	ChEBI
C14446	KEGG	CHEBI:35038	ChEBI
C14447	KEGG	CHEBI:34297	ChEBI
C14447	KEGG	CHEBI:50415	ChEBI
C14448	KEGG	CHEBI:34779	ChEBI
C14449	KEGG	CHEBI:34737	ChEBI
C14449	KEGG	CHEBI:37144	ChEBI
C14450	KEGG	CHEBI:34397	ChEBI
C14450	KEGG	CHEBI:20331	ChEBI
C14452	KEGG	CHEBI:34856	ChEBI
C14454	KEGG	CHEBI:34234	ChEBI
C14457	KEGG	CHEBI:34976	ChEBI
C14458	KEGG	CHEBI:34707	ChEBI
C14463	KEGG	CHEBI:34008	ChEBI
C14463	KEGG	CHEBI:49257	ChEBI
C14469	KEGG	CHEBI:60069	ChEBI
C14470	KEGG	CHEBI:34342	ChEBI
C14473	KEGG	CHEBI:34023	ChEBI
C14479	KEGG	CHEBI:34764	ChEBI
C14487	KEGG	CHEBI:34749	ChEBI
C14494	KEGG	CHEBI:34396	ChEBI
C14494	KEGG	CHEBI:116915	ChEBI
C14497	KEGG	CHEBI:34477	ChEBI
C14501	KEGG	CHEBI:34860	ChEBI
C14502	KEGG	CHEBI:34584	ChEBI
C14506	KEGG	CHEBI:34630	ChEBI
C14507	KEGG	CHEBI:34722	ChEBI
C14508	KEGG	CHEBI:34833	ChEBI
C14510	KEGG	CHEBI:34760	ChEBI
C14512	KEGG	CHEBI:34570	ChEBI
C14512	KEGG	CHEBI:35260	ChEBI
C14513	KEGG	CHEBI:35005	ChEBI
C14514	KEGG	CHEBI:34620	ChEBI
C14515	KEGG	CHEBI:34607	ChEBI
C14516	KEGG	CHEBI:34805	ChEBI
C14516	KEGG	CHEBI:43572	ChEBI
C14518	KEGG	CHEBI:34037	ChEBI
C14520	KEGG	CHEBI:34632	ChEBI
C14522	KEGG	CHEBI:34333	ChEBI
C14524	KEGG	CHEBI:34763	ChEBI
C14527	KEGG	CHEBI:34840	ChEBI
C14530	KEGG	CHEBI:34288	ChEBI
C14533	KEGG	CHEBI:34039	ChEBI
C14534	KEGG	CHEBI:34038	ChEBI
C14534	KEGG	CHEBI:38978	ChEBI
C14549	KEGG	CHEBI:35035	ChEBI
C14550	KEGG	CHEBI:34440	ChEBI
C14568	KEGG	CHEBI:34590	ChEBI
C14569	KEGG	CHEBI:34363	ChEBI
C14572	KEGG	CHEBI:34276	ChEBI
C14573	KEGG	CHEBI:34317	ChEBI
C14575	KEGG	CHEBI:34677	ChEBI
C14579	KEGG	CHEBI:35048	ChEBI
C14580	KEGG	CHEBI:34801	ChEBI
C14590	KEGG	CHEBI:62850	ChEBI
C14591	KEGG	CHEBI:34377	ChEBI
C14592	KEGG	CHEBI:21759	ChEBI
C14595	KEGG	CHEBI:34843	ChEBI
C14595	KEGG	CHEBI:50102	ChEBI
C14602	KEGG	CHEBI:34336	ChEBI
C14605	KEGG	CHEBI:34838	ChEBI
C14610	KEGG	CHEBI:39431	ChEBI
C14610	KEGG	CHEBI:48068	ChEBI
C14616	KEGG	CHEBI:34003	ChEBI
C14626	KEGG	CHEBI:34193	ChEBI
C14641	KEGG	CHEBI:34634	ChEBI
C14641	KEGG	CHEBI:46898	ChEBI
C14644	KEGG	CHEBI:34391	ChEBI
C14654	KEGG	CHEBI:34153	ChEBI
C14662	KEGG	CHEBI:34007	ChEBI
C14668	KEGG	CHEBI:34655	ChEBI
C14673	KEGG	CHEBI:34633	ChEBI
C14674	KEGG	CHEBI:34168	ChEBI
C14677	KEGG	CHEBI:34073	ChEBI
C14685	KEGG	CHEBI:34047	ChEBI
C14687	KEGG	CHEBI:34272	ChEBI
C14687	KEGG	CHEBI:46788	ChEBI
C14689	KEGG	CHEBI:34700	ChEBI
C14689	KEGG	CHEBI:46807	ChEBI
C14690	KEGG	CHEBI:35007	ChEBI
C14690	KEGG	CHEBI:49798	ChEBI
C14691	KEGG	CHEBI:35026	ChEBI
C14693	KEGG	CHEBI:34247	ChEBI
C14695	KEGG	CHEBI:34889	ChEBI
C14695	KEGG	CHEBI:44557	ChEBI
C14696	KEGG	CHEBI:34109	ChEBI
C14696	KEGG	CHEBI:35986	ChEBI
C14701	KEGG	CHEBI:34905	ChEBI
C14702	KEGG	CHEBI:34053	ChEBI
C14704	KEGG	CHEBI:34874	ChEBI
C14704	KEGG	CHEBI:35807	ChEBI
C14705	KEGG	CHEBI:34024	ChEBI
C14707	KEGG	CHEBI:34592	ChEBI
C14707	KEGG	CHEBI:38682	ChEBI
C14708	KEGG	CHEBI:34591	ChEBI
C14709	KEGG	CHEBI:34034	ChEBI
C14710	KEGG	CHEBI:46645	ChEBI
C14711	KEGG	CHEBI:34887	ChEBI
C14712	KEGG	CHEBI:34245	ChEBI
C14713	KEGG	CHEBI:34242	ChEBI
C14715	KEGG	CHEBI:34393	ChEBI
C14717	KEGG	CHEBI:34159	ChEBI
C14732	KEGG	CHEBI:34460	ChEBI
C14732	KEGG	CHEBI:52449	ChEBI
C14733	KEGG	CHEBI:34189	ChEBI
C14734	KEGG	CHEBI:34192	ChEBI
C14743	KEGG	CHEBI:34800	ChEBI
C14746	KEGG	CHEBI:34629	ChEBI
C14748	KEGG	CHEBI:34306	ChEBI
C14749	KEGG	CHEBI:34185	ChEBI
C14762	KEGG	CHEBI:34154	ChEBI
C14763	KEGG	CHEBI:35101	ChEBI
C14765	KEGG	CHEBI:34155	ChEBI
C14766	KEGG	CHEBI:72842	ChEBI
C14767	KEGG	CHEBI:34496	ChEBI
C14768	KEGG	CHEBI:34450	ChEBI
C14769	KEGG	CHEBI:34490	ChEBI
C14769	KEGG	CHEBI:63972	ChEBI
C14770	KEGG	CHEBI:34130	ChEBI
C14771	KEGG	CHEBI:34157	ChEBI
C14772	KEGG	CHEBI:34449	ChEBI
C14773	KEGG	CHEBI:34489	ChEBI
C14774	KEGG	CHEBI:34129	ChEBI
C14775	KEGG	CHEBI:63966	ChEBI
C14776	KEGG	CHEBI:34486	ChEBI
C14777	KEGG	CHEBI:34146	ChEBI
C14778	KEGG	CHEBI:34162	ChEBI
C14779	KEGG	CHEBI:34495	ChEBI
C14780	KEGG	CHEBI:34126	ChEBI
C14784	KEGG	CHEBI:34048	ChEBI
C14785	KEGG	CHEBI:34063	ChEBI
C14786	KEGG	CHEBI:33998	ChEBI
C14789	KEGG	CHEBI:34871	ChEBI
C14790	KEGG	CHEBI:34098	ChEBI
C14790	KEGG	CHEBI:50450	ChEBI
C14794	KEGG	CHEBI:34230	ChEBI
C14795	KEGG	CHEBI:34229	ChEBI
C14807	KEGG	CHEBI:34151	ChEBI
C14808	KEGG	CHEBI:34783	ChEBI
C14808	KEGG	CHEBI:36190	ChEBI
C14809	KEGG	CHEBI:35031	ChEBI
C14809	KEGG	CHEBI:36203	ChEBI
C14810	KEGG	CHEBI:34784	ChEBI
C14811	KEGG	CHEBI:35032	ChEBI
C14812	KEGG	CHEBI:34145	ChEBI
C14815	KEGG	CHEBI:64095	ChEBI
C14818	KEGG	CHEBI:34754	ChEBI
C14818	KEGG	CHEBI:29033	ChEBI
C14819	KEGG	CHEBI:34755	ChEBI
C14819	KEGG	CHEBI:29034	ChEBI
C14820	KEGG	CHEBI:34127	ChEBI
C14821	KEGG	CHEBI:34497	ChEBI
C14822	KEGG	CHEBI:34144	ChEBI
C14823	KEGG	CHEBI:34487	ChEBI
C14824	KEGG	CHEBI:34484	ChEBI
C14827	KEGG	CHEBI:34498	ChEBI
C14828	KEGG	CHEBI:72663	ChEBI
C14829	KEGG	CHEBI:72665	ChEBI
C14831	KEGG	CHEBI:34485	ChEBI
C14833	KEGG	CHEBI:34506	ChEBI
C14856	KEGG	CHEBI:34479	ChEBI
C14866	KEGG	CHEBI:34621	ChEBI
C14866	KEGG	CHEBI:48814	ChEBI
C14867	KEGG	CHEBI:34688	ChEBI
C14872	KEGG	CHEBI:35012	ChEBI
C14875	KEGG	CHEBI:34961	ChEBI
C14875	KEGG	CHEBI:35896	ChEBI
C14899	KEGG	CHEBI:49039	ChEBI
C14909	KEGG	CHEBI:63641	ChEBI
C15025	KEGG	CHEBI:11060	ChEBI
C15037	KEGG	CHEBI:2311	ChEBI
C15077	KEGG	CHEBI:73960	ChEBI
C15122	KEGG	CHEBI:74085	ChEBI
C15181	KEGG	CHEBI:52289	ChEBI
C15193	KEGG	CHEBI:73970	ChEBI
C15195	KEGG	CHEBI:65329	ChEBI
C15221	KEGG	CHEBI:35459	ChEBI
C15231	KEGG	CHEBI:52497	ChEBI
C15232	KEGG	CHEBI:52498	ChEBI
C15233	KEGG	CHEBI:35456	ChEBI
C15235	KEGG	CHEBI:74856	ChEBI
C15377	KEGG	CHEBI:59714	ChEBI
C15455	KEGG	CHEBI:75215	ChEBI
C15469	KEGG	CHEBI:76359	ChEBI
C15470	KEGG	CHEBI:77850	ChEBI
C15479	KEGG	CHEBI:59276	ChEBI
C15481	KEGG	CHEBI:59277	ChEBI
C15482	KEGG	CHEBI:35862	ChEBI
C15488	KEGG	CHEBI:14272	ChEBI
C15492	KEGG	CHEBI:52075	ChEBI
C15493	KEGG	CHEBI:63793	ChEBI
C15494	KEGG	CHEBI:52020	ChEBI
C15495	KEGG	CHEBI:52021	ChEBI
C15497	KEGG	CHEBI:55458	ChEBI
C15499	KEGG	CHEBI:14750	ChEBI
C15500	KEGG	CHEBI:25426	ChEBI
C15505	KEGG	CHEBI:52048	ChEBI
C15509	KEGG	CHEBI:50118	ChEBI
C15510	KEGG	CHEBI:50036	ChEBI
C15511	KEGG	CHEBI:52086	ChEBI
C15512	KEGG	CHEBI:52052	ChEBI
C15513	KEGG	CHEBI:52051	ChEBI
C15515	KEGG	CHEBI:52030	ChEBI
C15516	KEGG	CHEBI:52022	ChEBI
C15517	KEGG	CHEBI:52023	ChEBI
C15518	KEGG	CHEBI:37640	ChEBI
C15519	KEGG	CHEBI:37616	ChEBI
C15519	KEGG	CHEBI:42977	ChEBI
C15520	KEGG	CHEBI:37623	ChEBI
C15521	KEGG	CHEBI:22318	ChEBI
C15521	KEGG	CHEBI:62081	ChEBI
C15523	KEGG	CHEBI:49087	ChEBI
C15524	KEGG	CHEBI:50117	ChEBI
C15525	KEGG	CHEBI:10836	ChEBI
C15527	KEGG	CHEBI:52469	ChEBI
C15531	KEGG	CHEBI:519567	ChEBI
C15532	KEGG	CHEBI:49001	ChEBI
C15532	KEGG	CHEBI:49002	ChEBI
C15535	KEGG	CHEBI:55469	ChEBI
C15536	KEGG	CHEBI:14158	ChEBI
C15537	KEGG	CHEBI:15208	ChEBI
C15540	KEGG	CHEBI:55410	ChEBI
C15541	KEGG	CHEBI:76533	ChEBI
C15542	KEGG	CHEBI:61760	ChEBI
C15543	KEGG	CHEBI:12193	ChEBI
C15544	KEGG	CHEBI:11936	ChEBI
C15545	KEGG	CHEBI:46570	ChEBI
C15547	KEGG	CHEBI:52668	ChEBI
C15553	KEGG	CHEBI:61014	ChEBI
C15554	KEGG	CHEBI:74125	ChEBI
C15556	KEGG	CHEBI:50606	ChEBI
C15557	KEGG	CHEBI:37998	ChEBI
C15558	KEGG	CHEBI:55485	ChEBI
C15559	KEGG	CHEBI:52031	ChEBI
C15560	KEGG	CHEBI:50111	ChEBI
C15562	KEGG	CHEBI:40538	ChEBI
C15566	KEGG	CHEBI:49109	ChEBI
C15567	KEGG	CHEBI:52047	ChEBI
C15568	KEGG	CHEBI:49269	ChEBI
C15569	KEGG	CHEBI:49270	ChEBI
C15570	KEGG	CHEBI:48037	ChEBI
C15570	KEGG	CHEBI:48039	ChEBI
C15570	KEGG	CHEBI:48040	ChEBI
C15571	KEGG	CHEBI:33566	ChEBI
C15580	KEGG	CHEBI:52144	ChEBI
C15581	KEGG	CHEBI:52142	ChEBI
C15582	KEGG	CHEBI:52143	ChEBI
C15584	KEGG	CHEBI:33853	ChEBI
C15587	KEGG	CHEBI:26386	ChEBI
C15589	KEGG	CHEBI:23086	ChEBI
C15591	KEGG	CHEBI:49098	ChEBI
C15599	KEGG	CHEBI:49081	ChEBI
C15605	KEGG	CHEBI:55476	ChEBI
C15606	KEGG	CHEBI:49252	ChEBI
C15607	KEGG	CHEBI:49047	ChEBI
C15607	KEGG	CHEBI:49049	ChEBI
C15610	KEGG	CHEBI:17703	ChEBI
C15612	KEGG	CHEBI:52070	ChEBI
C15613	KEGG	CHEBI:37642	ChEBI
C15614	KEGG	CHEBI:52050	ChEBI
C15615	KEGG	CHEBI:12256	ChEBI
C15616	KEGG	CHEBI:12257	ChEBI
C15634	KEGG	CHEBI:75261	ChEBI
C15645	KEGG	CHEBI:73322	ChEBI
C15646	KEGG	CHEBI:73423	ChEBI
C15650	KEGG	CHEBI:50604	ChEBI
C15651	KEGG	CHEBI:50605	ChEBI
C15662	KEGG	CHEBI:42082	ChEBI
C15666	KEGG	CHEBI:41425	ChEBI
C15667	KEGG	CHEBI:48000	ChEBI
C15672	KEGG	CHEBI:24480	ChEBI
C15673	KEGG	CHEBI:36602	ChEBI
C15676	KEGG	CHEBI:48028	ChEBI
C15687	KEGG	CHEBI:78661	ChEBI
C15699	KEGG	CHEBI:48005	ChEBI
C15700	KEGG	CHEBI:61521	ChEBI
C15740	KEGG	CHEBI:64649	ChEBI
C15757	KEGG	CHEBI:64650	ChEBI
C15760	KEGG	CHEBI:78591	ChEBI
C15767	KEGG	CHEBI:49260	ChEBI
C15769	KEGG	CHEBI:63559	ChEBI
C15770	KEGG	CHEBI:63558	ChEBI
C15771	KEGG	CHEBI:63746	ChEBI
C15777	KEGG	CHEBI:50586	ChEBI
C15795	KEGG	CHEBI:72331	ChEBI
C15796	KEGG	CHEBI:72330	ChEBI
C15797	KEGG	CHEBI:59411	ChEBI
C15798	KEGG	CHEBI:20714	ChEBI
C15799	KEGG	CHEBI:20716	ChEBI
C15800	KEGG	CHEBI:20710	ChEBI
C15801	KEGG	CHEBI:20717	ChEBI
C15802	KEGG	CHEBI:20712	ChEBI
C15808	KEGG	CHEBI:50591	ChEBI
C15809	KEGG	CHEBI:53647	ChEBI
C15816	KEGG	CHEBI:50593	ChEBI
C15844	KEGG	CHEBI:77879	ChEBI
C15850	KEGG	CHEBI:55438	ChEBI
C15853	KEGG	CHEBI:48007	ChEBI
C15857	KEGG	CHEBI:48716	ChEBI
C15874	KEGG	CHEBI:62481	ChEBI
C15881	KEGG	CHEBI:35328	ChEBI
C15882	KEGG	CHEBI:75406	ChEBI
C15882	KEGG	CHEBI:75920	ChEBI
C15883	KEGG	CHEBI:75407	ChEBI
C15884	KEGG	CHEBI:64792	ChEBI
C15885	KEGG	CHEBI:64793	ChEBI
C15893	KEGG	CHEBI:75469	ChEBI
C15894	KEGG	CHEBI:64073	ChEBI
C15926	KEGG	CHEBI:53072	ChEBI
C15971	KEGG	CHEBI:23757	ChEBI
C15981	KEGG	CHEBI:10223	ChEBI
C15986	KEGG	CHEBI:28220	ChEBI
C15988	KEGG	CHEBI:49254	ChEBI
C15989	KEGG	CHEBI:49253	ChEBI
C15992	KEGG	CHEBI:49305	ChEBI
C15996	KEGG	CHEBI:45075	ChEBI
C15998	KEGG	CHEBI:49032	ChEBI
C15999	KEGG	CHEBI:49031	ChEBI
C16015	KEGG	CHEBI:50014	ChEBI
C16022	KEGG	CHEBI:64628	ChEBI
C16025	KEGG	CHEBI:75431	ChEBI
C16028	KEGG	CHEBI:52026	ChEBI
C16070	KEGG	CHEBI:52420	ChEBI
C16071	KEGG	CHEBI:15045	ChEBI
C16079	KEGG	CHEBI:65312	ChEBI
C16113	KEGG	CHEBI:75441	ChEBI
C16142	KEGG	CHEBI:49044	ChEBI
C16144	KEGG	CHEBI:62738	ChEBI
C16145	KEGG	CHEBI:62743	ChEBI
C16148	KEGG	CHEBI:71690	ChEBI
C16149	KEGG	CHEBI:49222	ChEBI
C16150	KEGG	CHEBI:18723	ChEBI
C16154	KEGG	CHEBI:47027	ChEBI
C16155	KEGG	CHEBI:47028	ChEBI
C16156	KEGG	CHEBI:53028	ChEBI
C16157	KEGG	CHEBI:47039	ChEBI
C16159	KEGG	CHEBI:49075	ChEBI
C16162	KEGG	CHEBI:51985	ChEBI
C16163	KEGG	CHEBI:63545	ChEBI
C16165	KEGG	CHEBI:63539	ChEBI
C16166	KEGG	CHEBI:63541	ChEBI
C16168	KEGG	CHEBI:63540	ChEBI
C16169	KEGG	CHEBI:65132	ChEBI
C16171	KEGG	CHEBI:63548	ChEBI
C16172	KEGG	CHEBI:63546	ChEBI
C16173	KEGG	CHEBI:76450	ChEBI
C16179	KEGG	CHEBI:74606	ChEBI
C16180	KEGG	CHEBI:76534	ChEBI
C16187	KEGG	CHEBI:71335	ChEBI
C16190	KEGG	CHEBI:62734	ChEBI
C16199	KEGG	CHEBI:68555	ChEBI
C16207	KEGG	CHEBI:40448	ChEBI
C16216	KEGG	CHEBI:50571	ChEBI
C16217	KEGG	CHEBI:50583	ChEBI
C16218	KEGG	CHEBI:50570	ChEBI
C16230	KEGG	CHEBI:43129	ChEBI
C16232	KEGG	CHEBI:78026	ChEBI
C16238	KEGG	CHEBI:55451	ChEBI
C16242	KEGG	CHEBI:52488	ChEBI
C16243	KEGG	CHEBI:52489	ChEBI
C16244	KEGG	CHEBI:52490	ChEBI
C16250	KEGG	CHEBI:72568	ChEBI
C16251	KEGG	CHEBI:59410	ChEBI
C16257	KEGG	CHEBI:11010	ChEBI
C16258	KEGG	CHEBI:50108	ChEBI
C16259	KEGG	CHEBI:50109	ChEBI
C16260	KEGG	CHEBI:50106	ChEBI
C16261	KEGG	CHEBI:50107	ChEBI
C16300	KEGG	CHEBI:32389	ChEBI
C16301	KEGG	CHEBI:55334	ChEBI
C16303	KEGG	CHEBI:55335	ChEBI
C16304	KEGG	CHEBI:55336	ChEBI
C16308	KEGG	CHEBI:545687	ChEBI
C16310	KEGG	CHEBI:23292	ChEBI
C16312	KEGG	CHEBI:55455	ChEBI
C16314	KEGG	CHEBI:55456	ChEBI
C16317	KEGG	CHEBI:18435	ChEBI
C16321	KEGG	CHEBI:60961	ChEBI
C16321	KEGG	CHEBI:60962	ChEBI
C16343	KEGG	CHEBI:76151	ChEBI
C16344	KEGG	CHEBI:76235	ChEBI
C16352	KEGG	CHEBI:49310	ChEBI
C16353	KEGG	CHEBI:48991	ChEBI
C16356	KEGG	CHEBI:68449	ChEBI
C16357	KEGG	CHEBI:62207	ChEBI
C16358	KEGG	CHEBI:68444	ChEBI
C16359	KEGG	CHEBI:68441	ChEBI
C16360	KEGG	CHEBI:68531	ChEBI
C16361	KEGG	CHEBI:691622	ChEBI
C16375	KEGG	CHEBI:65130	ChEBI
C16376	KEGG	CHEBI:65131	ChEBI
C16390	KEGG	CHEBI:49076	ChEBI
C16395	KEGG	CHEBI:19452	ChEBI
C16407	KEGG	CHEBI:66906	ChEBI
C16408	KEGG	CHEBI:66904	ChEBI
C16409	KEGG	CHEBI:66905	ChEBI
C16410	KEGG	CHEBI:66907	ChEBI
C16417	KEGG	CHEBI:66331	ChEBI
C16422	KEGG	CHEBI:59015	ChEBI
C16424	KEGG	CHEBI:71679	ChEBI
C16426	KEGG	CHEBI:71678	ChEBI
C16428	KEGG	CHEBI:71938	ChEBI
C16429	KEGG	CHEBI:71875	ChEBI
C16430	KEGG	CHEBI:71719	ChEBI
C16431	KEGG	CHEBI:71693	ChEBI
C16432	KEGG	CHEBI:49432	ChEBI
C16433	KEGG	CHEBI:22660	ChEBI
C16435	KEGG	CHEBI:26271	ChEBI
C16436	KEGG	CHEBI:27266	ChEBI
C16438	KEGG	CHEBI:22653	ChEBI
C16440	KEGG	CHEBI:25094	ChEBI
C16454	KEGG	CHEBI:49997	ChEBI
C16461	KEGG	CHEBI:67264	ChEBI
C16463	KEGG	CHEBI:49537	ChEBI
C16466	KEGG	CHEBI:52043	ChEBI
C16489	KEGG	CHEBI:61437	ChEBI
C16493	KEGG	CHEBI:19290	ChEBI
C16495	KEGG	CHEBI:19566	ChEBI
C16512	KEGG	CHEBI:71464	ChEBI
C16513	KEGG	CHEBI:53488	ChEBI
C16514	KEGG	CHEBI:64646	ChEBI
C16515	KEGG	CHEBI:64647	ChEBI
C16522	KEGG	CHEBI:53460	ChEBI
C16523	KEGG	CHEBI:74030	ChEBI
C16524	KEGG	CHEBI:63862	ChEBI
C16525	KEGG	CHEBI:73731	ChEBI
C16527	KEGG	CHEBI:53487	ChEBI
C16528	KEGG	CHEBI:65088	ChEBI
C16529	KEGG	CHEBI:52974	ChEBI
C16530	KEGG	CHEBI:74126	ChEBI
C16532	KEGG	CHEBI:74142	ChEBI
C16533	KEGG	CHEBI:75117	ChEBI
C16545	KEGG	CHEBI:63825	ChEBI
C16561	KEGG	CHEBI:222828	ChEBI
C16565	KEGG	CHEBI:64860	ChEBI
C16569	KEGG	CHEBI:357241	ChEBI
C16570	KEGG	CHEBI:55545	ChEBI
C16583	KEGG	CHEBI:72694	ChEBI
C16588	KEGG	CHEBI:72700	ChEBI
C16588	KEGG	CHEBI:72701	ChEBI
C16597	KEGG	CHEBI:72713	ChEBI
C16598	KEGG	CHEBI:72698	ChEBI
C16633	KEGG	CHEBI:46390	ChEBI
C16637	KEGG	CHEBI:48462	ChEBI
C16644	KEGG	CHEBI:17007	ChEBI
C16672	KEGG	CHEBI:61222	ChEBI
C16675	KEGG	CHEBI:45126	ChEBI
C16677	KEGG	CHEBI:63795	ChEBI
C16681	KEGG	CHEBI:78273	ChEBI
C16682	KEGG	CHEBI:78272	ChEBI
C16695	KEGG	CHEBI:28026	ChEBI
C16698	KEGG	CHEBI:47968	ChEBI
C16699	KEGG	CHEBI:60331	ChEBI
C16699	KEGG	CHEBI:61001	ChEBI
C16715	Not found	CHEBI:52045	ChEBI
C16716	KEGG	CHEBI:75926	ChEBI
C16737	KEGG	CHEBI:50923	ChEBI
C16741	KEGG	CHEBI:18040	ChEBI
C16748	KEGG	CHEBI:74926	ChEBI
C16759	KEGG	CHEBI:74077	ChEBI
C16776	KEGG	CHEBI:64361	ChEBI
C16777	KEGG	CHEBI:50027	ChEBI
C16795	KEGG	CHEBI:61675	ChEBI
C16827	Not found	CHEBI:71498	ChEBI
C16838	KEGG	CHEBI:64983	ChEBI
C16839	KEGG	CHEBI:61250	ChEBI
C16843	KEGG	CHEBI:44369	ChEBI
C16848	KEGG	CHEBI:51284	ChEBI
C16849	KEGG	CHEBI:51283	ChEBI
C16850	KEGG	CHEBI:51282	ChEBI
C16883	Not found	CHEBI:66104	ChEBI
C16884	KEGG	CHEBI:48300	ChEBI
C16903	KEGG	CHEBI:59118	ChEBI
C16922	KEGG	CHEBI:517248	ChEBI
C16924	KEGG	CHEBI:68233	ChEBI
C16939	KEGG	CHEBI:66682	ChEBI
C16976	KEGG	CHEBI:66071	ChEBI
C17017	Not found	CHEBI:64252	ChEBI
C17018	Not found	CHEBI:64254	ChEBI
C17018	Not found	CHEBI:64284	ChEBI
C17045	KEGG	CHEBI:38167	ChEBI
C17055	KEGG	CHEBI:53168	ChEBI
C17062	KEGG	CHEBI:53169	ChEBI
C17094	KEGG	CHEBI:62854	ChEBI
C17136	Not found	CHEBI:66555	ChEBI
C17147	KEGG	CHEBI:16384	ChEBI
C17156	Not found	CHEBI:66666	ChEBI
C17209	Not found	CHEBI:64796	ChEBI
C17267	Not found	CHEBI:52857	ChEBI
C17268	KEGG	CHEBI:63552	ChEBI
C17277	KEGG	CHEBI:61700	ChEBI
C17367	Not found	CHEBI:73939	ChEBI
C17367	Not found	CHEBI:73978	ChEBI
C17401	Not found	CHEBI:73373	ChEBI
C17419	KEGG	CHEBI:62440	ChEBI
C17420	KEGG	CHEBI:62444	ChEBI
C17432	Not found	CHEBI:60721	ChEBI
C17432	Not found	CHEBI:61011	ChEBI
C17446	Not found	CHEBI:66150	ChEBI
C17497	KEGG	CHEBI:68657	ChEBI
C17500	KEGG	CHEBI:55409	ChEBI
C17541	Not found	CHEBI:62232	ChEBI
C17542	Not found	CHEBI:62231	ChEBI
C17554	Not found	CHEBI:64694	ChEBI
C17555	KEGG	CHEBI:78420	ChEBI
C17556	Not found	CHEBI:60468	ChEBI
C17568	KEGG	CHEBI:52971	ChEBI
C17571	Not found	CHEBI:24750	ChEBI
C17580	KEGG	CHEBI:65046	ChEBI
C17581	Not found	CHEBI:65027	ChEBI
C17582	Not found	CHEBI:65010	ChEBI
C17582	Not found	CHEBI:65018	ChEBI
C17583	Not found	CHEBI:65008	ChEBI
C17586	KEGG	CHEBI:65110	ChEBI
C17587	Not found	CHEBI:65044	ChEBI
C17588	Not found	CHEBI:65043	ChEBI
C17589	Not found	CHEBI:65068	ChEBI
C17589	Not found	CHEBI:65098	ChEBI
C17592	KEGG	CHEBI:76103	ChEBI
C17592	KEGG	CHEBI:76106	ChEBI
C17621	Not found	CHEBI:64235	ChEBI
C17622	Not found	CHEBI:64239	ChEBI
C17624	Not found	CHEBI:75643	ChEBI
C17639	KEGG	CHEBI:75632	ChEBI
C17640	KEGG	CHEBI:75621	ChEBI
C17673	KEGG	CHEBI:78029	ChEBI
C17703	KEGG	CHEBI:42768	ChEBI
C17707	KEGG	CHEBI:71961	ChEBI
C17708	KEGG	CHEBI:37923	ChEBI
C17715	KEGG	CHEBI:32368	ChEBI
C17720	KEGG	CHEBI:76130	ChEBI
C17740	Not found	CHEBI:71215	ChEBI
C17741	Not found	CHEBI:71236	ChEBI
C17742	KEGG	CHEBI:65737	ChEBI
C17743	KEGG	CHEBI:71045	ChEBI
C17756	KEGG	CHEBI:74683	ChEBI
C17765	KEGG	CHEBI:69094	ChEBI
C17778	KEGG	CHEBI:74131	ChEBI
C17883	Not found	CHEBI:42438	ChEBI
C17929	KEGG	CHEBI:74760	ChEBI
C17931	KEGG	CHEBI:64156	ChEBI
C17934	KEGG	CHEBI:64177	ChEBI
C18001	KEGG	CHEBI:73686	ChEBI
C18003	KEGG	CHEBI:71962	ChEBI
C18004	Not found	CHEBI:65113	ChEBI
C18005	Not found	CHEBI:65108	ChEBI
C18012	KEGG	CHEBI:42646	ChEBI
C18019	Not found	CHEBI:50246	ChEBI
C18049	KEGG	CHEBI:55474	ChEBI
C18053	Not found	CHEBI:50209	ChEBI
C18061	KEGG	CHEBI:55412	ChEBI
C18126	Not found	CHEBI:62747	ChEBI
C18129	Not found	CHEBI:60430	ChEBI
C18132	Not found	CHEBI:61158	ChEBI
C18150	Not found	CHEBI:44194	ChEBI
C18151	Not found	CHEBI:76032	ChEBI
C18152	Not found	CHEBI:74628	ChEBI
C18167	KEGG	CHEBI:65004	ChEBI
C18186	KEGG	CHEBI:75451	ChEBI
C18187	KEGG	CHEBI:75437	ChEBI
C18193	Not found	CHEBI:33279	ChEBI
C18211	Not found	CHEBI:52280	ChEBI
C18235	Not found	CHEBI:61586	ChEBI
C18239	Not found	CHEBI:60210	ChEBI
C18246	Not found	CHEBI:36015	ChEBI
C18248	Not found	CHEBI:47554	ChEBI
C18319	Not found	CHEBI:37070	ChEBI
C18323	Not found	CHEBI:75856	ChEBI
C18325	Not found	CHEBI:75544	ChEBI
C18362	Not found	CHEBI:76277	ChEBI
C18363	Not found	CHEBI:76136	ChEBI
C18367	Not found	CHEBI:72449	ChEBI
