Input ID	IDsource	Output ID	source of the output ID
C00996	KEGG	9035-39-6	CAS registry number
C00997	KEGG	9035-43-2	CAS registry number
C01001	KEGG	94483-60-0	CAS registry number
C01004	KEGG	535-83-1	CAS registry number
C01005	KEGG	407-41-0	CAS registry number
C01008	KEGG	676-84-6	CAS registry number
C01010	KEGG	625-78-5	CAS registry number
C01012	KEGG	599-04-2	CAS registry number
C01013	KEGG	503-66-2	CAS registry number
C01014	KEGG	2138-48-9	CAS registry number
C01015	KEGG	51-35-4	CAS registry number
C01017	KEGG	56-69-9	CAS registry number
C01018	KEGG	3615-37-0	CAS registry number
C01019	KEGG	2438-80-4	CAS registry number
C01020	KEGG	5006-66-6	CAS registry number
C01023	KEGG	128-46-1	CAS registry number
C01024	KEGG	73023-76-4	CAS registry number
C01026	KEGG	1118-68-9	CAS registry number
C01029	KEGG	13431-24-8	CAS registry number
C01031	KEGG	50409-81-9	CAS registry number
C01036	KEGG	5698-52-2	CAS registry number
C01040	KEGG	1128-23-0	CAS registry number
C01044	KEGG	19427-28-2	CAS registry number
C01047	KEGG	3081-61-6	CAS registry number
C01051	KEGG	1976-85-8	CAS registry number
C01054	KEGG	9029-62-3	CAS registry number
C01059	KEGG	5154-01-8	CAS registry number
C01060	KEGG	300-39-0	CAS registry number
C01060	KEGG	66-02-4	CAS registry number
C01061	KEGG	28613-33-4	CAS registry number
C01066	KEGG	504-02-9	CAS registry number
C01073	KEGG	3025-95-4	CAS registry number
C01074	KEGG	1811-31-0	CAS registry number
C01077	KEGG	7540-67-2	CAS registry number
C01079	KEGG	7412-77-3	CAS registry number
C01083	KEGG	99-20-7	CAS registry number
C01089	KEGG	3976-69-0	CAS registry number
C01093	KEGG	52762-22-8	CAS registry number
C01094	KEGG	15978-08-2	CAS registry number
C01100	KEGG	25679-93-0	CAS registry number
C01101	KEGG	2922-69-2	CAS registry number
C01103	KEGG	2149-82-8	CAS registry number
C01104	KEGG	1184-78-7	CAS registry number
C01108	KEGG	87-66-1	CAS registry number
C01112	KEGG	13137-52-5	CAS registry number
C01114	KEGG	51532-86-6	CAS registry number
C01115	KEGG	1668-08-2	CAS registry number
C01118	KEGG	1492-23-5	CAS registry number
C01119	KEGG	51621-02-4	CAS registry number
C01120	KEGG	19794-97-9	CAS registry number
C01124	KEGG	561-65-9	CAS registry number
C01125	KEGG	13031-04-4	CAS registry number
C01126	KEGG	106-28-5	CAS registry number
C01132	KEGG	14215-68-0	CAS registry number
C01132	KEGG	1811-31-0	CAS registry number
C01146	KEGG	2480-77-5	CAS registry number
C01147	KEGG	533-60-8	CAS registry number
C01151	KEGG	14689-84-0	CAS registry number
C01152	KEGG	368-16-1	CAS registry number
C01157	KEGG	51-35-4	CAS registry number
C01158	KEGG	554-37-0	CAS registry number
C01161	KEGG	102-32-9	CAS registry number
C01162	KEGG	10162-27-3	CAS registry number
C01163	KEGG	1116-26-3	CAS registry number
C01164	KEGG	434-16-2	CAS registry number
C01168	KEGG	1157-60-4	CAS registry number
C01176	KEGG	68-96-2	CAS registry number
C01179	KEGG	156-39-8	CAS registry number
C01180	KEGG	583-92-6	CAS registry number
C01182	KEGG	24218-00-6	CAS registry number
C01188	KEGG	2068-83-9	CAS registry number
C01189	KEGG	80-99-9	CAS registry number
C01197	KEGG	501-16-6	CAS registry number
C01198	KEGG	495-78-3	CAS registry number
C01217	KEGG	92481-94-2	CAS registry number
C01220	KEGG	74465-19-3	CAS registry number
C01221	KEGG	33014-54-9	CAS registry number
C01227	KEGG	53-43-0	CAS registry number
C01231	KEGG	10139-18-1	CAS registry number
C01234	KEGG	22059-21-8	CAS registry number
C01245	KEGG	85166-31-0	CAS registry number
C01262	KEGG	584-85-0	CAS registry number
C01263	KEGG	69393-95-9	CAS registry number
C01265	KEGG	2068-02-2	CAS registry number
C01274	KEGG	99451-79-3	CAS registry number
C01279	KEGG	73-67-6	CAS registry number
C01312	KEGG	35121-78-9	CAS registry number
C01319	KEGG	7439-97-6	CAS registry number
C01324	KEGG	7726-95-6	CAS registry number
C01327	KEGG	7647-01-0	CAS registry number
C01330	KEGG	7440-23-5	CAS registry number
C01341	KEGG	66701-25-5	CAS registry number
C01349	KEGG	80809-81-0	CAS registry number
C01353	KEGG	463-79-6	CAS registry number
C01358	KEGG	1336-21-6	CAS registry number
C01359	KEGG	79127-57-4	CAS registry number
C01362	KEGG	9009-86-3	CAS registry number
C01367	KEGG	84-21-9	CAS registry number
C01368	KEGG	35170-03-7	CAS registry number
C01375	KEGG	104987-11-3	CAS registry number
C01378	KEGG	20725-03-5	CAS registry number
C01380	KEGG	107-21-1	CAS registry number
C01382	KEGG	7553-56-2	CAS registry number
C01384	KEGG	110-16-7	CAS registry number
C01386	KEGG	26093-31-2	CAS registry number
C01387	KEGG	111-65-9	CAS registry number
C01389	KEGG	150-86-7	CAS registry number
C01389	KEGG	7541-49-3	CAS registry number
C01390	KEGG	556-82-1	CAS registry number
C01394	KEGG	25990-60-7	CAS registry number
C01399	KEGG	9012-36-6	CAS registry number
C01401	KEGG	302-72-7	CAS registry number
C01403	KEGG	100-66-3	CAS registry number
C01405	KEGG	50-78-2	CAS registry number
C01407	KEGG	71-43-2	CAS registry number
C01408	KEGG	119-53-9	CAS registry number
C01410	KEGG	7536-55-2	CAS registry number
C01411	KEGG	507-70-0	CAS registry number
C01412	KEGG	123-72-8	CAS registry number
C01413	KEGG	7440-43-9	CAS registry number
C01414	KEGG	24286-51-9	CAS registry number
C01416	KEGG	50-36-2	CAS registry number
C01417	KEGG	420-05-3	CAS registry number
C01417	KEGG	71000-82-3	CAS registry number
C01418	KEGG	14901-08-7	CAS registry number
C01419	KEGG	19246-18-5	CAS registry number
C01420	KEGG	923-32-0	CAS registry number
C01421	KEGG	486-55-5	CAS registry number
C01424	KEGG	149-91-7	CAS registry number
C01425	KEGG	3929-61-1	CAS registry number
C01432	KEGG	50-21-5	CAS registry number
C01433	KEGG	18524-94-2	CAS registry number
C01438	KEGG	74-82-8	CAS registry number
C01441	KEGG	3947-65-7	CAS registry number
C01443	KEGG	630-60-4	CAS registry number
C01444	KEGG	471-47-6	CAS registry number
C01448	KEGG	3774-64-9	CAS registry number
C01449	KEGG	72496-59-4	CAS registry number
C01451	KEGG	138-52-3	CAS registry number
C01453	KEGG	321-64-2	CAS registry number
C01454	KEGG	99-94-5	CAS registry number
C01455	KEGG	108-88-3	CAS registry number
C01456	KEGG	529-64-6	CAS registry number
C01456	KEGG	552-63-6	CAS registry number
C01457	KEGG	1401-69-0	CAS registry number
C01460	KEGG	3681-93-4	CAS registry number
C01464	KEGG	92-83-1	CAS registry number
C01467	KEGG	108-39-4	CAS registry number
C01468	KEGG	106-44-5	CAS registry number
C01470	KEGG	480-44-4	CAS registry number
C01471	KEGG	107-02-8	CAS registry number
C01474	KEGG	72-48-0	CAS registry number
C01477	KEGG	520-36-5	CAS registry number
C01478	KEGG	7778-39-4	CAS registry number
C01479	KEGG	51-55-8	CAS registry number
C01481	KEGG	331-39-5	CAS registry number
C01484	KEGG	94-41-7	CAS registry number
C01485	KEGG	7790-93-4	CAS registry number
C01487	KEGG	2595-97-3	CAS registry number
C01488	KEGG	639-97-4	CAS registry number
C01489	KEGG	25878-23-3	CAS registry number
C01491	KEGG	80295-65-4	CAS registry number
C01493	KEGG	4602-84-0	CAS registry number
C01494	KEGG	1135-24-6	CAS registry number
C01499	KEGG	141-27-5	CAS registry number
C01499	KEGG	5392-40-5	CAS registry number
C01500	KEGG	106-24-1	CAS registry number
C01501	KEGG	9007-92-5	CAS registry number
C01502	KEGG	90-05-1	CAS registry number
C01504	KEGG	83-33-0	CAS registry number
C01505	KEGG	342-10-9	CAS registry number
C01507	KEGG	488-45-9	CAS registry number
C01508	KEGG	1949-78-6	CAS registry number
C01510	KEGG	609-06-3	CAS registry number
C01512	KEGG	22255-40-9	CAS registry number
C01513	KEGG	67392-79-4	CAS registry number
C01514	KEGG	491-70-3	CAS registry number
C01516	KEGG	57-27-2	CAS registry number
C01517	KEGG	22204-53-1	CAS registry number
C01518	KEGG	497-48-3	CAS registry number
C01520	KEGG	9037-88-1	CAS registry number
C01523	KEGG	481-26-5	CAS registry number
C01526	KEGG	524-40-3	CAS registry number
C01527	KEGG	531-44-2	CAS registry number
C01529	KEGG	7782-49-2	CAS registry number
C01530	KEGG	57-11-4	CAS registry number
C01531	KEGG	38194-50-2	CAS registry number
C01533	KEGG	118-34-3	CAS registry number
C01536	KEGG	556-03-6	CAS registry number
C01537	KEGG	51-79-6	CAS registry number
C01540	KEGG	32988-50-4	CAS registry number
C01541	KEGG	81-81-2	CAS registry number
C01542	KEGG	95-48-7	CAS registry number
C01545	KEGG	124-13-0	CAS registry number
C01546	KEGG	88-14-2	CAS registry number
C01548	KEGG	74-86-2	CAS registry number
C01550	KEGG	2757-90-6	CAS registry number
C01551	KEGG	97-59-6	CAS registry number
C01552	KEGG	67655-94-1	CAS registry number
C01552	KEGG	69400-55-1	CAS registry number
C01553	KEGG	51264-14-3	CAS registry number
C01554	KEGG	24887-75-0	CAS registry number
C01554	KEGG	438-22-2	CAS registry number
C01555	KEGG	37321-09-8	CAS registry number
C01557	KEGG	484-20-8	CAS registry number
C01559	KEGG	12772-35-9	CAS registry number
C01561	KEGG	19356-17-3	CAS registry number
C01562	KEGG	20575-57-9	CAS registry number
C01563	KEGG	302-11-4	CAS registry number
C01563	KEGG	463-77-4	CAS registry number
C01564	KEGG	34675-84-8	CAS registry number
C01566	KEGG	420-04-2	CAS registry number
C01567	KEGG	2005-98-3	CAS registry number
C01569	KEGG	10592-17-3	CAS registry number
C01570	KEGG	328-38-1	CAS registry number
C01571	KEGG	334-48-5	CAS registry number
C01572	KEGG	536-08-3	CAS registry number
C01574	KEGG	74913-18-1	CAS registry number
C01575	KEGG	299-42-3	CAS registry number
C01576	KEGG	33419-42-0	CAS registry number
C01582	KEGG	26566-61-0	CAS registry number
C01585	KEGG	142-62-1	CAS registry number
C01586	KEGG	495-69-2	CAS registry number
C01588	KEGG	15687-27-1	CAS registry number
C01589	KEGG	288-32-4	CAS registry number
C01590	KEGG	40105-60-0	CAS registry number
C01591	KEGG	24365-47-7	CAS registry number
C01592	KEGG	61153-76-2	CAS registry number
C01594	KEGG	554-35-8	CAS registry number
C01595	KEGG	60-33-3	CAS registry number
C01596	KEGG	557-24-4	CAS registry number
C01598	KEGG	73-31-4	CAS registry number
C01601	KEGG	112-05-0	CAS registry number
C01602	KEGG	70-26-8	CAS registry number
C01604	KEGG	60-81-1	CAS registry number
C01606	KEGG	88-99-3	CAS registry number
C01607	KEGG	14721-66-5	CAS registry number
C01608	KEGG	36322-90-4	CAS registry number
C01609	KEGG	9012-00-4	CAS registry number
C01610	KEGG	53-79-2	CAS registry number
C01613	KEGG	10094-58-3	CAS registry number
C01613	KEGG	470-55-3	CAS registry number
C01614	KEGG	5329-14-6	CAS registry number
C01616	KEGG	33497-79-9	CAS registry number
C01617	KEGG	480-18-2	CAS registry number
C01619	KEGG	76721-89-6	CAS registry number
C01620	KEGG	7306-96-9	CAS registry number
C01621	KEGG	82964-04-3	CAS registry number
C01624	KEGG	59796-04-2	CAS registry number
C01625	KEGG	14116-69-9	CAS registry number
C01626	KEGG	2182-14-1	CAS registry number
C01628	KEGG	12001-79-5	CAS registry number
C01630	KEGG	6860-47-5	CAS registry number
C01632	KEGG	1160-54-9	CAS registry number
C01633	KEGG	112-30-1	CAS registry number
C01657	KEGG	840-97-1	CAS registry number
C01659	KEGG	79-06-1	CAS registry number
C01661	KEGG	23214-92-8	CAS registry number
C01667	KEGG	1405-87-4	CAS registry number
C01672	KEGG	462-94-2	CAS registry number
C01673	KEGG	32222-06-3	CAS registry number
C01674	KEGG	35061-50-8	CAS registry number
C01675	KEGG	82009-34-5	CAS registry number
C01677	KEGG	11033-22-0	CAS registry number
C01678	KEGG	60-23-1	CAS registry number
C01682	KEGG	22350-70-5	CAS registry number
C01684	KEGG	634-74-2	CAS registry number
C01687	KEGG	11032-98-7	CAS registry number
C01690	KEGG	15307-86-5	CAS registry number
C01691	KEGG	22494-42-4	CAS registry number
C01692	KEGG	97-77-8	CAS registry number
C01694	KEGG	57-87-4	CAS registry number
C01695	KEGG	9040-09-9	CAS registry number
C01697	KEGG	608-66-2	CAS registry number
C01699	KEGG	77-06-5	CAS registry number
C01700	KEGG	67076-74-8	CAS registry number
C01701	KEGG	57103-57-8	CAS registry number
C01705	KEGG	1071-83-6	CAS registry number
C01708	KEGG	9008-02-0	CAS registry number
C01709	KEGG	520-33-2	CAS registry number
C01711	KEGG	470-58-6	CAS registry number
C01712	KEGG	112-79-8	CAS registry number
C01714	KEGG	29702-25-8	CAS registry number
C01714	KEGG	38953-85-4	CAS registry number
C01715	KEGG	9001-01-8	CAS registry number
C01716	KEGG	22071-15-4	CAS registry number
C01717	KEGG	492-27-3	CAS registry number
C01719	KEGG	7776-48-9	CAS registry number
C01720	KEGG	26372-13-4	CAS registry number
C01722	KEGG	6706-59-8	CAS registry number
C01723	KEGG	11049-05-1	CAS registry number
C01724	KEGG	79-63-0	CAS registry number
C01725	KEGG	17669-60-2	CAS registry number
C01727	KEGG	1086-80-2	CAS registry number
C01729	KEGG	33983-40-3	CAS registry number
C01732	KEGG	498-24-8	CAS registry number
C01733	KEGG	59-51-8	CAS registry number
C01736	KEGG	550-33-4	CAS registry number
C01737	KEGG	119-04-0	CAS registry number
C01739	KEGG	63555-59-9	CAS registry number
C01740	KEGG	111-86-4	CAS registry number
C01742	KEGG	13718-94-0	CAS registry number
C01742	KEGG	15132-06-6	CAS registry number
C01743	KEGG	534-47-4	CAS registry number
C01744	KEGG	501-97-3	CAS registry number
C01745	KEGG	102-61-4	CAS registry number
C01746	KEGG	110-89-4	CAS registry number
C01747	KEGG	2238-90-6	CAS registry number
C01748	KEGG	85-66-5	CAS registry number
C01750	KEGG	522-12-3	CAS registry number
C01751	KEGG	108-46-3	CAS registry number
C01752	KEGG	92-61-5	CAS registry number
C01753	KEGG	83-46-5	CAS registry number
C01754	KEGG	8025-81-8	CAS registry number
C01755	KEGG	302-04-5	CAS registry number
C01755	KEGG	463-56-9	CAS registry number
C01757	KEGG	2140-49-0	CAS registry number
C01759	KEGG	25546-65-0	CAS registry number
C01760	KEGG	23526-45-6	CAS registry number
C01761	KEGG	6880-50-8	CAS registry number
C01762	KEGG	146-80-5	CAS registry number
C01765	KEGG	464-43-7	CAS registry number
C01766	KEGG	464-45-9	CAS registry number
C01767	KEGG	6485-40-1	CAS registry number
C01768	KEGG	9005-32-7	CAS registry number
C01771	KEGG	3724-65-0	CAS registry number
C01772	KEGG	614-60-8	CAS registry number
C01775	KEGG	1402-38-6	CAS registry number
C01776	KEGG	58814-86-1	CAS registry number
C01779	KEGG	54965-21-8	CAS registry number
C01780	KEGG	52-39-1	CAS registry number
C01784	KEGG	618-39-3	CAS registry number
C01785	KEGG	12385-08-9	CAS registry number
C01789	KEGG	474-62-4	CAS registry number
C01790	KEGG	11003-38-6	CAS registry number
C01792	KEGG	143-50-0	CAS registry number
C01793	KEGG	1406-65-1	CAS registry number
C01795	KEGG	3621-36-1	CAS registry number
C01796	KEGG	583-50-6	CAS registry number
C01799	KEGG	2013-12-9	CAS registry number
C01799	KEGG	498-18-0	CAS registry number
C01801	KEGG	533-67-5	CAS registry number
C01802	KEGG	313-04-2	CAS registry number
C01804	KEGG	69832-12-8	CAS registry number
C01814	KEGG	52-86-8	CAS registry number
C01816	KEGG	629-78-7	CAS registry number
C01817	KEGG	462-10-2	CAS registry number
C01818	KEGG	14448-38-5	CAS registry number
C01819	KEGG	56480-48-9	CAS registry number
C01821	KEGG	4261-42-1	CAS registry number
C01822	KEGG	59-01-8	CAS registry number
C01823	KEGG	2280-32-2	CAS registry number
C01825	KEGG	15572-79-9	CAS registry number
C01826	KEGG	6600-40-4	CAS registry number
C01829	KEGG	51-48-9	CAS registry number
C01832	KEGG	6244-92-4	CAS registry number
C01835	KEGG	1109-28-0	CAS registry number
C01837	KEGG	79-24-3	CAS registry number
C01838	KEGG	638-66-4	CAS registry number
C01839	KEGG	480-64-8	CAS registry number
C01841	KEGG	73306-73-7	CAS registry number
C01842	KEGG	626-97-1	CAS registry number
C01844	KEGG	81093-37-0	CAS registry number
C01845	KEGG	67-63-0	CAS registry number
C01848	KEGG	13929-35-6	CAS registry number
C01849	KEGG	14487-05-9	CAS registry number
C01850	KEGG	20283-92-5	CAS registry number
C01850	KEGG	537-15-5	CAS registry number
C01851	KEGG	51-34-3	CAS registry number
C01852	KEGG	19351-63-4	CAS registry number
C01853	KEGG	4440-39-5	CAS registry number
C01854	KEGG	488-52-8	CAS registry number
C01855	KEGG	21401-21-8	CAS registry number
C01857	KEGG	507-09-5	CAS registry number
C01860	KEGG	28624-60-4	CAS registry number
C01863	KEGG	1674-44-8	CAS registry number
C01864	KEGG	298-81-7	CAS registry number
C01865	KEGG	110703-94-1	CAS registry number
C01869	KEGG	614-35-7	CAS registry number
C01870	KEGG	155-57-7	CAS registry number
C01871	KEGG	505-29-3	CAS registry number
C01874	KEGG	533-58-4	CAS registry number
C01875	KEGG	112-12-9	CAS registry number
C01879	KEGG	98-79-3	CAS registry number
C01880	KEGG	502-44-3	CAS registry number
C01888	KEGG	298-08-8	CAS registry number
C01889	KEGG	9040-27-1	CAS registry number
C01892	KEGG	2224-02-4	CAS registry number
C01893	KEGG	6929-42-6	CAS registry number
C01895	KEGG	9060-10-0	CAS registry number
C01897	KEGG	7689-03-4	CAS registry number
C01902	KEGG	469-38-5	CAS registry number
C01904	KEGG	488-82-4	CAS registry number
C01905	KEGG	2058-58-4	CAS registry number
C01906	KEGG	4573-78-8	CAS registry number
C01907	KEGG	20830-81-3	CAS registry number
C01909	KEGG	533-48-2	CAS registry number
C01912	KEGG	114-07-8	CAS registry number
C01913	KEGG	13408-63-4	CAS registry number
C01917	KEGG	13291-74-2	CAS registry number
C01918	KEGG	11097-82-8	CAS registry number
C01921	KEGG	475-31-0	CAS registry number
C01924	KEGG	156-86-5	CAS registry number
C01925	KEGG	31282-04-9	CAS registry number
C01926	KEGG	53-86-1	CAS registry number
C01933	KEGG	327-57-1	CAS registry number
C01934	KEGG	6422-34-0	CAS registry number
C01935	KEGG	9050-36-6	CAS registry number
C01936	KEGG	34620-77-4	CAS registry number
C01937	KEGG	59-05-2	CAS registry number
C01938	KEGG	475-38-7	CAS registry number
C01941	KEGG	39391-39-4	CAS registry number
C01943	KEGG	16910-32-0	CAS registry number
C01944	KEGG	1264-52-4	CAS registry number
C01945	KEGG	78111-17-8	CAS registry number
C01946	KEGG	3922-90-5	CAS registry number
C01948	KEGG	2765-11-9	CAS registry number
C01949	KEGG	107-87-9	CAS registry number
C01950	KEGG	1452-77-3	CAS registry number
C01951	KEGG	491-09-8	CAS registry number
C01953	KEGG	145-13-1	CAS registry number
C01956	KEGG	98-96-4	CAS registry number
C01959	KEGG	543-18-0	CAS registry number
C01961	KEGG	40524-74-1	CAS registry number
C01962	KEGG	5652-32-4	CAS registry number
C01963	KEGG	140-39-6	CAS registry number
C01965	KEGG	738-70-5	CAS registry number
C01967	KEGG	303-97-9	CAS registry number
C01968	KEGG	15575-14-1	CAS registry number
C01969	KEGG	521-58-4	CAS registry number
C01970	KEGG	5965-66-2	CAS registry number
C01971	KEGG	133-99-3	CAS registry number
C01984	KEGG	17199-29-0	CAS registry number
C01987	KEGG	95-55-6	CAS registry number
C01988	KEGG	88-75-5	CAS registry number
C01990	KEGG	89304-26-7	CAS registry number
C01995	KEGG	127-06-0	CAS registry number
C01996	KEGG	51-84-3	CAS registry number
C01998	KEGG	107-13-1	CAS registry number
C02001	KEGG	107-18-6	CAS registry number
C02004	KEGG	123408-96-8	CAS registry number
C02006	KEGG	49637-60-7	CAS registry number
C02007	KEGG	55215-40-2	CAS registry number
C02008	KEGG	57744-69-1	CAS registry number
C02009	KEGG	51-17-2	CAS registry number
C02010	KEGG	2079-00-7	CAS registry number
C02013	KEGG	38819-01-1	CAS registry number
C02017	KEGG	9002-60-2	CAS registry number
C02018	KEGG	19847-12-2	CAS registry number
C02020	KEGG	96-41-3	CAS registry number
C02021	KEGG	9035-42-1	CAS registry number
C02022	KEGG	496-55-9	CAS registry number
C02024	KEGG	6906-37-2	CAS registry number
C02026	KEGG	19408-86-7	CAS registry number
C02029	KEGG	23599-75-9	CAS registry number
C02033	KEGG	25876-11-3	CAS registry number
C02034	KEGG	6980-44-5	CAS registry number
C02035	KEGG	19143-87-4	CAS registry number
C02037	KEGG	556-50-3	CAS registry number
C02040	KEGG	2380-94-1	CAS registry number
C02043	KEGG	1821-52-9	CAS registry number
C02045	KEGG	533-50-6	CAS registry number
C02046	KEGG	101-31-5	CAS registry number
C02048	KEGG	34980-39-7	CAS registry number
C02052	KEGG	34612-38-9	CAS registry number
